,time,acc_x,acc_y,acc_z,pulse,eda
0,0,00035.64,01004.39,00062.50,0.41,6.79
1,10,-00166.99,00965.33,-00023.44,0.41,6.71
2,20,-00369.14,00915.04,-00094.24,0.42,6.73
3,30,-00602.54,00876.95,-00178.71,0.43,6.72
4,40,-00777.83,00830.57,-00253.42,0.44,6.76
5,50,-00862.79,00833.98,-00273.44,0.45,6.70
6,60,-00884.28,00816.41,-00289.06,0.45,6.77
7,70,-00903.81,00810.55,-00321.78,0.46,6.65
8,80,-00939.45,00808.59,-00328.12,0.46,6.67
9,90,-00977.54,00804.20,-00365.72,0.47,6.68
10,100,-00980.47,00823.24,-00348.14,0.47,6.61
11,110,-00859.86,00816.89,-00277.83,0.47,6.60
12,120,-00659.18,00816.89,-00179.69,0.47,6.68
13,130,-00477.05,00838.38,-00116.21,0.47,6.63
14,140,-00217.29,00829.10,-00134.28,0.46,6.74
15,150,00018.55,00903.81,00090.82,0.45,6.72
16,160,00192.38,00925.78,00153.81,0.44,6.64
17,170,00206.54,00948.73,00164.06,0.44,6.70
18,180,00208.50,00979.00,00158.69,0.43,6.72
19,190,00191.41,00988.28,00119.14,0.42,6.70
20,200,00089.36,01003.42,00064.94,0.41,6.65
21,210,-00080.08,01000.49,-00029.79,0.41,6.68
22,220,-00238.28,00959.47,-00101.07,0.41,6.64
23,230,-00415.53,00940.43,-00156.74,0.41,6.61
24,240,-00581.54,00894.04,-00214.36,0.42,6.74
25,250,-00724.61,00893.07,-00255.86,0.44,6.61
26,260,-00824.71,00877.93,-00308.59,0.46,6.70
27,270,-00872.56,00887.21,-00293.46,0.49,6.75
28,280,-00899.90,00852.05,-00274.90,0.52,6.62
29,290,-00827.64,00863.28,-00213.38,0.56,6.71
30,300,-00677.25,00865.72,-00137.70,0.59,6.64
31,310,-00522.95,00882.32,-00024.90,0.63,6.70
32,320,-00401.37,00873.54,-00010.74,0.66,6.64
33,330,-00081.54,00922.85,00085.94,0.68,6.72
34,340,00031.25,00934.08,00129.88,0.70,6.70
35,350,00084.47,00967.29,00152.83,0.71,6.67
36,360,00081.54,00979.00,00158.69,0.72,6.73
37,370,00036.13,01000.00,00121.09,0.71,6.72
38,380,-00092.77,00976.56,00039.55,0.70,6.68
39,390,-00254.39,00975.10,-00022.95,0.69,6.70
40,400,-00416.02,00935.06,-00117.68,0.67,6.68
41,410,-00566.89,00905.27,-00165.53,0.65,6.62
42,420,-00724.12,00864.26,-00219.24,0.63,6.74
43,430,-00837.89,00851.07,-00283.20,0.61,6.62
44,440,-00896.97,00856.93,-00299.32,0.58,6.70
45,450,-00970.21,00832.52,-00299.32,0.56,6.64
46,460,-00882.81,00832.52,-00255.37,0.54,6.64
47,470,-00699.71,00832.52,-00183.59,0.52,6.74
48,480,-00403.32,00857.91,-00061.04,0.50,6.68
49,490,-00277.34,00846.68,00010.25,0.49,6.74
50,500,00029.30,00931.15,00085.94,0.47,6.76
51,510,00177.25,00952.64,00166.02,0.45,6.56
52,520,00275.39,00970.70,00209.47,0.44,6.74
53,530,00233.40,01006.35,00201.17,0.43,6.72
54,540,00107.42,00997.56,00185.06,0.42,6.78
55,550,-00042.97,00998.54,00114.26,0.42,6.68
56,560,-00217.29,00958.01,00049.32,0.41,6.75
