,time,acc_x,acc_y,acc_z,pulse,eda
0,0,00284.67,-00889.65,00222.66,0.40,15.97
1,10,00249.02,-00922.85,00215.33,0.40,12.54
2,20,00297.36,-00957.03,00220.21,0.33,10.81
3,30,00333.50,-00895.02,00195.31,0.40,15.37
4,40,00270.02,-00914.55,00190.43,0.40,12.48
5,50,00316.41,-00901.86,00186.04,0.40,14.33
6,60,00334.96,-00887.70,00221.68,0.41,12.70
7,70,00336.43,-00833.01,00200.68,0.41,12.60
8,80,00347.17,-00807.62,00193.85,0.41,22.27
9,90,00316.41,-00816.89,00178.71,0.42,12.17
10,100,00317.87,-00855.96,00170.41,0.43,11.63
11,110,00343.26,-00902.83,00179.69,0.43,9.15
12,120,00309.08,-00941.89,00186.04,0.43,12.45
13,130,00314.94,-00979.98,00214.36,0.43,15.68
14,140,00299.32,-00961.91,00229.98,0.43,12.74
15,150,00320.80,-00909.67,00235.35,0.43,11.54
16,160,00322.27,-00867.19,00233.89,0.43,17.36
17,170,00332.03,-00794.92,00234.86,0.43,12.46
18,180,00352.54,-00740.72,00235.35,0.44,11.05
19,190,00333.50,-00721.68,00216.31,0.44,9.80
20,200,00341.80,-00728.03,00218.75,0.43,12.93
21,210,00344.24,-00755.86,00228.03,0.43,11.02
22,220,00333.50,-00807.13,00221.68,0.43,12.50
23,230,00320.80,-00862.79,00241.70,0.42,12.89
24,240,00310.55,-00926.27,00272.46,0.42,15.04
25,250,00312.99,-00926.76,00306.64,0.42,12.41
26,260,00314.45,-00940.92,00334.47,0.42,11.44
27,270,00319.34,-00957.03,00360.84,0.42,16.67
28,280,00312.99,-00926.27,00380.86,0.42,12.21
29,290,00302.73,-00881.84,00385.25,0.44,11.96
30,300,00295.41,-00837.89,00408.69,0.45,15.45
31,310,00295.41,-00803.71,00403.32,0.46,12.14
32,320,00290.53,-00779.30,00393.07,0.48,10.53
33,330,00259.28,-00777.83,00364.26,0.48,10.81
34,340,00249.02,-00764.16,00331.54,0.50,12.76
35,350,00251.95,-00779.79,00337.89,0.50,11.39
36,360,00238.77,-00804.69,00332.03,0.51,5.93
37,370,00288.57,-00827.64,00344.73,0.51,13.18
38,380,00293.95,-00866.70,00371.09,0.51,12.11
39,390,00347.17,-00890.62,00397.46,0.51,7.77
40,400,00314.94,-00922.36,00422.85,0.50,12.87
41,410,00354.49,-00950.20,00434.08,0.49,14.48
42,420,00360.35,-00956.54,00430.66,0.48,12.79
43,430,00359.37,-00981.45,00436.04,0.47,13.24
44,440,00322.27,-00947.75,00430.18,0.47,19.23
45,450,00342.29,-00994.14,00413.09,0.47,12.79
46,460,00320.80,-00959.47,00411.62,0.46,13.38
47,470,00318.85,-00960.45,00388.18,0.46,14.94
48,480,00338.38,-00952.64,00382.32,0.45,4.83
49,490,00350.59,-00950.68,00369.63,0.45,12.95
50,500,00352.05,-00939.94,00367.19,0.45,12.40
51,510,00383.79,-00981.45,00383.30,0.45,12.50
52,520,00403.81,-00997.07,00391.60,0.45,11.72
53,530,00409.67,-01017.58,00401.86,0.45,15.96
54,540,00425.78,-01040.04,00393.55,0.44,12.70
55,550,00409.18,-01016.11,00391.11,0.45,12.02
56,560,00466.80,-01085.45,00412.11,0.45,13.98
57,570,00437.50,-01032.71,00385.74,0.46,12.40
58,580,00456.54,-01022.95,00385.74,0.45,10.71
59,590,00452.64,-00992.19,00371.58,0.45,14.28
60,600,00453.12,-00997.56,00328.61,0.44,12.60
61,610,00431.15,-01072.27,00327.64,0.45,13.05
62,620,00459.96,-01160.64,00339.36,0.45,12.71
63,630,00465.82,-01171.39,00380.37,0.45,12.79
64,640,00448.73,-01191.89,00411.62,0.45,16.02
65,650,00437.01,-01174.32,00412.11,0.45,12.41
66,660,00419.43,-01110.84,00404.79,0.46,10.49
67,670,00403.81,-01025.88,00370.61,0.46,6.16
68,680,00420.41,-00971.68,00333.98,0.46,12.60
69,690,00419.43,-00936.52,00326.66,0.46,10.00
70,700,00430.66,-00909.67,00329.59,0.46,12.50
71,710,00413.09,-00900.39,00329.59,0.45,12.61
72,720,00416.02,-00906.25,00345.21,0.45,17.29
73,730,00400.88,-00920.90,00333.50,0.44,12.65
74,740,00397.95,-00950.68,00329.10,0.44,12.24
75,750,00392.58,-01001.46,00337.40,0.43,14.64
76,760,00390.62,-01034.18,00316.89,0.41,12.28
77,770,00381.35,-01078.61,00319.82,0.42,12.79
78,780,00359.86,-01094.24,00335.45,0.42,9.36
79,790,00363.28,-01093.26,00323.24,0.41,12.39
80,800,00354.00,-01066.89,00321.29,0.41,11.11
81,810,00342.29,-01019.04,00314.94,0.42,12.50
82,820,00333.01,-00993.16,00304.69,0.41,12.97
83,830,00322.27,-00947.27,00290.53,0.41,12.73
84,840,00299.80,-00902.83,00272.95,0.41,12.70
85,850,00300.29,-00862.30,00271.00,0.41,12.78
86,860,00303.22,-00849.61,00250.98,0.41,23.85
87,870,00292.48,-00824.71,00255.37,0.41,12.47
88,880,00279.30,-00796.87,00233.89,0.41,11.54
89,890,00293.95,-00803.22,00245.61,0.41,15.47
90,900,00276.37,-00803.71,00233.89,0.41,12.30
