,VM weights,SMA weights
0,0.9151091295391214,0.9055104637760419
1,0.33278251191768526,0.3596727641655118
2,0.4136841833615787,0.43352641164713895
3,0.5584952823638476,0.5715155774010477
4,1.07867790364685,1.0668371240150154
5,1.2594755060709002,1.1711256333939892
6,1.3746026979029156,1.3334458513786434
7,1.5373756905834017,1.5020273098839863
8,1.5579098253842285,1.5456338439109087
9,1.8870111134164667,1.7947144223836653
10,1.9297293891596723,1.8593606565853669
11,1.99823762529376,1.8323477023300898
12,2.0940204994187717,1.9042065875184286
13,2.012733978764682,1.8212852940371904
14,2.1322967984979306,1.9222054917471023
15,2.2862697394084233,2.0819947968662222
16,2.3168649928812974,2.186184693140166
17,2.1024475359099513,2.0056507832660957
18,2.1024131531049326,2.052140881157611
19,2.0766754815198616,2.00266506847048
20,2.046152793501569,1.925110688733772
21,1.9865155795465315,1.923934629347665
22,1.976408093146121,1.9136371674947428
23,1.9169573317451816,1.8978594355492489
24,1.8930176507677439,1.9412926876275065
25,1.921443401528525,1.9542122645808655
26,1.8630331718211695,1.918325010177418
27,1.8544237941237691,1.9121577029312342
28,1.7316637530564682,1.7991600424106433
29,1.7324183662953263,1.7710475827801142
30,1.6811545436129567,1.6785585230722986
31,1.6302857401379376,1.6865951142290074
32,1.6432882846801695,1.6920384953798189
33,1.5456308370280536,1.657480095614217
34,1.5732112986279367,1.7080673676451672
35,1.483663452207451,1.5894364064893374
36,1.4422476854523112,1.5001673320199957
37,1.4916821603604284,1.585126587709375
38,1.490756206810309,1.5840420117170961
39,1.4861402437358044,1.6006878450703028
40,1.4475473578476252,1.5570533759063523
41,1.4563414470740286,1.589949871136874
42,1.3650741086904894,1.5577814422038194
43,1.4582072811216844,1.5824251653462076
44,1.4492671302595028,1.5021326326091178
45,1.4177041453814567,1.5384777995530907
46,1.3839206174099312,1.5068731378293758
47,1.318302748937447,1.4606802598836364
48,1.3609766157122518,1.4631263517442097
49,1.3981360988258802,1.4765593425186685
50,1.3254952466886158,1.4595071008086782
