,VM weights,SMA weights
0,0.6008158416849453,0.5840660849384809
1,1.558022519874443,1.1247133651477899
2,1.3309586245127927,1.2812343930836598
3,2.756295931348094,2.7433498237046363
4,3.460686715462087,3.5981910868392277
5,3.3005026463570717,3.8260222298935433
6,3.2717341528061143,3.5072048646252862
7,2.6106736506517714,2.9894622080215267
8,3.1164743809430653,3.194233699966445
9,3.001153856947238,3.067580250990685
10,3.310509410775257,3.31732962021085
11,3.0865011819261476,3.1756578829170046
12,3.169205980800496,3.188332479498386
13,3.1722059745719857,3.2275603469687173
14,3.569427410521137,3.5319986883418895
15,3.9569053311132656,3.949183380755208
16,3.807429900936574,3.8454540304587312
17,3.519088341551586,3.450872683504703
18,3.7097799969219385,3.555533022330187
19,3.4553393066493,3.427628702850096
20,3.514150513128516,3.457815635546463
21,3.3619308552521376,3.205390754284363
22,3.418115549216673,3.2843986435574393
23,3.27034358899109,3.116783228431709
24,3.315499238411084,3.1052171985251187
25,3.2263273509795636,3.07747762753192
26,3.05042930020626,2.9232017498541616
27,2.9671710818120416,2.8186779974126126
28,2.790769940354376,2.726519685845198
29,2.7591914945052634,2.5758118223113122
30,2.5962795739995435,2.5248445184290707
31,2.488186126054878,2.3752359653179096
32,2.3888858768898626,2.258675868219431
33,2.169084793780927,2.217432921932167
34,2.139360109596486,2.184401374776002
35,2.077649976776927,2.063535135653903
36,2.077272630418902,1.9948870495964117
37,2.0039931090827143,1.9518014011055722
38,1.9634035676767607,1.9788770922434762
39,1.8730563790973087,1.915490052474193
40,1.9060621142083938,1.9713468002450423
41,1.8703086659434989,1.8961480765662422
42,1.8637215315757476,1.9246664886196982
43,1.7865803210384552,1.8474700755047255
44,1.7782041941283018,1.789800560270194
45,1.6753368935270703,1.7560076764514498
46,1.6979471407444362,1.7283037896118305
47,1.674591705175991,1.6377440808001458
48,1.6851991677251292,1.7636838930708474
49,1.787169119369134,1.734736002110928
50,1.7024807143304592,1.7617718018479411
