,VM weights,SMA weights
0,0.5205293178988524,0.5148194265775268
1,3.6522646028475987,2.549022703609629
2,2.97672717428785,2.838727186706884
3,5.993724140677444,5.503443001066886
4,6.301453070864577,6.278538313628768
5,9.168948568445371,8.348005289532846
6,6.493698611223768,6.108802848828905
7,7.4072187678787484,6.724956351087599
8,5.453486110074147,5.033246246991159
9,7.598851172331462,6.577189487562954
10,7.276403401727552,6.615969928514781
11,8.182120584120996,7.064353961690288
12,7.841896088388236,7.166205052968092
13,8.267921604465956,7.440125061981237
14,8.42031930601332,7.471077263976395
15,9.793011624302974,8.507465977663468
16,8.728544563146702,7.859535226620456
17,9.075913735948737,7.7159186371401125
18,8.64599914907058,7.260968555542841
19,8.244478535642761,7.032625864043385
20,8.03116482667686,6.948298162191224
21,7.547179053581964,6.5498133367291365
22,7.223340520036942,6.250477725062122
23,6.785752587372256,5.797079704481692
24,6.3733845008076315,5.425051107867051
25,6.171284476829785,5.419906237294407
26,5.957506388935375,5.329575779224043
27,5.734458568724971,4.991044132679366
28,5.456580994642139,4.750883072743734
29,5.291509288205576,4.472229240249544
30,5.0652467872515965,4.232491588180325
31,4.801527309830934,3.8930201593478904
32,4.649720508941134,3.92584234267261
33,4.25010981730519,3.7247346364735594
34,4.132211678154372,3.5689409970688395
35,3.912030617098963,3.4063436631596047
36,3.6059213819457647,3.1125492230413565
37,3.6244483225738864,3.0959931665063984
38,3.670763183268168,3.1710717985213126
39,3.5016686118650657,3.070048905440594
40,3.398709483670692,3.010958137045539
41,3.293854723455818,2.880215972336045
42,3.101025531874148,2.8498426589112698
43,3.1084661029679417,2.8164795577046133
44,2.981456588871564,2.636099365660857
45,2.996112596464258,2.735468996810013
46,2.9856007328697904,2.652645942886217
47,2.9066833447959457,2.579014016624977
48,2.9382263761211314,2.6585686498974552
49,2.966879960904826,2.539518042900922
50,2.930698528008111,2.5526385255079984
