Var1,time,acc_x,acc_y,acc_z,pulse,eda
1563,15630,534.18,111.33,829.1,0.45,8.75
1564,15640,537.11,93.26,813.48,0.45,8.33
1565,15650,526.86,91.8,830.08,0.45,8.6
1566,15660,537.11,84.96,825.68,0.45,8.51
1567,15670,529.3,101.07,823.24,0.45,8.59
1568,15680,520.51,111.82,827.64,0.44,8.42
1569,15690,539.55,101.56,823.24,0.44,8.56
1570,15700,522.95,109.86,825.68,0.44,8.35
1571,15710,540.04,97.17,833.5,0.43,8.57
1572,15720,542.48,102.54,814.94,0.43,8.31
1573,15730,526.37,102.54,810.06,0.43,8.59
1574,15740,534.18,117.19,826.66,0.43,8.52
1575,15750,521.97,103.52,818.36,0.43,8.69
1576,15760,527.34,108.4,830.57,0.43,8.42
1577,15770,524.9,113.28,833.98,0.43,8.47
1578,15780,532.23,112.3,824.71,0.43,8.3
1579,15790,542.97,103.03,813.96,0.44,8.59
1580,15800,533.69,92.29,815.92,0.43,8.3
1581,15810,532.71,101.07,832.03,0.43,8.69
1582,15820,534.67,100.1,820.8,0.44,8.45
1583,15830,540.53,99.61,841.31,0.43,8.54
1584,15840,533.2,100.1,828.61,0.44,8.22
1585,15850,522.46,111.82,838.38,0.45,8.38
1586,15860,528.81,114.75,832.03,0.45,8.29
1587,15870,525.39,105.96,825.2,0.46,8.59
1588,15880,523.93,99.12,834.47,0.47,8.47
1589,15890,526.37,105.96,819.34,0.47,8.51
1590,15900,523.93,98.63,820.8,0.48,8.46
1591,15910,543.46,103.03,808.11,0.5,8.79
1592,15920,540.04,100.59,822.27,0.5,8.47
1593,15930,531.25,110.84,820.31,0.51,8.78
1594,15940,530.27,108.4,820.31,0.52,8.51
1595,15950,518.07,111.33,825.68,0.51,8.53
1596,15960,534.67,102.05,819.34,0.52,8.31
1597,15970,523.44,104.49,829.59,0.52,8.5
1598,15980,526.86,109.37,813.48,0.52,8.37
1599,15990,536.62,100.59,818.85,0.52,8.61
1600,16000,546.39,112.3,826.66,0.51,8.44
1601,16010,527.83,103.52,820.31,0.51,8.67
1602,16020,524.9,107.91,817.87,0.5,8.44
1603,16030,543.46,108.4,818.85,0.49,8.59
1604,16040,537.11,100.59,820.31,0.48,8.3
1605,16050,544.92,96.68,817.38,0.47,8.54
1606,16060,539.06,91.8,827.15,0.47,8.5
1607,16070,542.48,106.45,820.8,0.46,8.54
1608,16080,532.71,108.89,822.75,0.45,8.48
1609,16090,538.09,96.19,821.78,0.45,8.72
1610,16100,523.44,105.96,820.8,0.44,8.47
1611,16110,529.3,100.59,832.03,0.44,8.64
1612,16120,537.6,105.47,822.75,0.44,8.43
1613,16130,529.79,102.05,826.17,0.44,8.54
1614,16140,537.6,110.84,827.64,0.43,8.29
1615,16150,534.67,93.26,823.73,0.44,8.66
1616,16160,546.39,102.54,814.94,0.44,8.5
1617,16170,531.25,106.45,817.87,0.44,9.1
1618,16180,540.53,99.12,816.89,0.44,8.46
1619,16190,535.64,100.1,817.38,0.44,8.8
1620,16200,529.3,107.42,822.75,0.44,8.26
1621,16210,535.64,93.75,826.66,0.44,8.55
1622,16220,525.88,107.91,832.52,0.45,8.25
1623,16230,515.14,94.73,825.68,0.45,8.58
1624,16240,533.2,101.07,821.78,0.45,8.28
1625,16250,540.04,110.84,824.71,0.46,8.5
1626,16260,527.34,96.68,812.99,0.46,8.39
1627,16270,527.34,99.12,839.84,0.46,8.63
1628,16280,525.88,100.59,821.29,0.46,8.49
1629,16290,524.41,105.96,818.36,0.46,8.61
1630,16300,534.67,116.7,814.94,0.46,8.5
1631,16310,530.76,111.82,837.4,0.46,8.57
1632,16320,529.3,100.59,819.34,0.46,8.3
1633,16330,539.06,111.33,832.03,0.45,8.41
1634,16340,528.81,105.96,827.64,0.45,8.39
1635,16350,529.79,95.21,834.47,0.45,8.66
1636,16360,534.18,103.52,830.57,0.45,8.43
1637,16370,539.06,104.49,823.73,0.45,8.64
1638,16380,538.09,94.24,828.61,0.45,8.23
1639,16390,518.55,105.47,830.08,0.44,8.6
1640,16400,527.34,108.89,828.12,0.44,8.27
1641,16410,516.11,100.59,832.03,0.44,8.48
1642,16420,533.69,112.79,824.22,0.44,8.32
1643,16430,553.22,93.75,825.68,0.44,8.75
1644,16440,535.16,97.17,827.64,0.44,8.5
1645,16450,537.6,110.84,819.34,0.44,8.5
1646,16460,532.71,103.52,812.01,0.43,8.45
1647,16470,539.06,107.42,821.29,0.44,8.56
1648,16480,538.09,96.68,820.31,0.44,8.21
1649,16490,529.79,88.38,829.59,0.44,8.66
1650,16500,522.46,102.54,832.52,0.44,8.41
1651,16510,522.95,104,817.87,0.44,8.49
1652,16520,538.09,94.73,811.04,0.44,8.25
1653,16530,527.83,94.73,822.27,0.45,8.47
1654,16540,530.27,95.21,828.61,0.44,8.31
1655,16550,526.86,101.56,814.94,0.44,8.54
1656,16560,540.53,104,825.2,0.44,8.3
1657,16570,523.93,107.42,822.27,0.44,8.5
1658,16580,532.71,100.1,820.31,0.44,8.36
1659,16590,537.6,103.03,824.71,0.44,8.5
1660,16600,515.14,91.31,821.29,0.45,8.42
1661,16610,531.25,103.52,831.54,0.45,8.64
1662,16620,533.69,116.21,829.1,0.45,8.36
1663,16630,532.71,98.63,815.92,0.46,8.56
1664,16640,547.36,104.49,829.1,0.47,8.47
1665,16650,530.27,102.05,821.29,0.48,8.67
1666,16660,514.16,94.73,821.29,0.49,8.14
1667,16670,541.99,93.26,810.55,0.49,8.29
1668,16680,542.48,98.14,826.66,0.5,8.3
1669,16690,528.81,106.45,827.64,0.51,8.69
1670,16700,527.34,101.07,825.68,0.51,8.23
1671,16710,532.23,100.1,827.64,0.52,8.48
1672,16720,546.87,102.54,816.89,0.52,8.28
1673,16730,528.32,104.49,816.41,0.52,8.33
1674,16740,533.69,101.56,833.98,0.52,8.25
1675,16750,528.81,113.77,826.66,0.51,8.5
1676,16760,530.27,89.36,825.2,0.51,8.52
1677,16770,543.46,94.24,827.15,0.5,8.72
1678,16780,546.39,101.56,814.45,0.5,8.48
1679,16790,528.32,91.8,822.27,0.49,8.59
1680,16800,535.64,96.19,827.64,0.48,8.24
1681,16810,533.2,89.84,818.85,0.48,8.59
1682,16820,522.46,95.21,821.78,0.47,8.26
1683,16830,525.88,98.63,844.73,0.46,8.52
1684,16840,544.92,108.89,817.87,0.46,8.22
1685,16850,526.37,101.56,812.01,0.45,8.44
1686,16860,535.64,87.89,827.64,0.45,8.5
1687,16870,535.16,95.21,827.64,0.45,8.65
1688,16880,529.3,113.77,830.08,0.45,8.34
1689,16890,520.02,104.49,827.64,0.44,8.73
1690,16900,522.95,93.75,834.96,0.44,8.39
1691,16910,527.34,83.98,826.66,0.44,8.4
1692,16920,534.18,110.35,821.29,0.44,8.36
1693,16930,530.76,94.24,816.41,0.44,8.65
1694,16940,532.71,95.7,833.5,0.44,8.23
1695,16950,535.16,96.68,829.1,0.44,8.61
1696,16960,531.25,88.87,832.52,0.44,8.5
1697,16970,539.55,93.26,825.68,0.45,8.58
1698,16980,525.39,101.56,812.99,0.45,8.31
1699,16990,529.3,104.98,833.5,0.45,8.61
1700,17000,510.25,102.05,822.75,0.46,8.31
1701,17010,517.09,98.14,817.38,0.46,8.58
1702,17020,531.74,92.77,823.73,0.46,8.48
1703,17030,543.95,102.05,821.78,0.46,8.54
1704,17040,541.02,103.52,827.15,0.46,8.5
1705,17050,530.27,95.7,826.66,0.46,8.46
1706,17060,536.13,105.96,816.41,0.46,8.29
1707,17070,531.25,98.63,831.05,0.45,8.58
1708,17080,530.27,103.03,824.71,0.45,8.26
1709,17090,527.83,96.68,824.71,0.45,8.61
1710,17100,540.04,95.7,820.31,0.45,8.47
1711,17110,533.69,115.72,829.59,0.45,8.69
1712,17120,536.13,101.07,824.22,0.45,8.45
1713,17130,516.11,102.54,829.59,0.45,8.58
1714,17140,520.02,92.77,833.5,0.44,8.3
1715,17150,546.87,98.14,829.1,0.44,8.41
1716,17160,540.53,94.24,824.71,0.44,8.34
1717,17170,538.09,98.63,825.68,0.43,8.37
1718,17180,536.62,101.56,816.41,0.43,8.39
1719,17190,542.48,94.73,814.94,0.43,8.61
1720,17200,524.9,101.07,826.17,0.43,8.3
1721,17210,539.06,89.84,830.08,0.43,8.66
1722,17220,541.99,89.36,827.15,0.43,8.3
1723,17230,528.81,103.03,822.27,0.43,8.67
1724,17240,527.83,95.7,828.12,0.43,8.11
1725,17250,530.27,104,826.17,0.43,8.59
1726,17260,547.85,96.68,825.2,0.43,8.56
1727,17270,537.11,96.68,825.2,0.43,8.67
1728,17280,537.6,107.91,821.29,0.43,8.41
1729,17290,537.11,89.84,825.2,0.43,8.48
1730,17300,525.88,92.77,824.22,0.43,8.32
1731,17310,541.02,112.3,829.59,0.44,8.43
1732,17320,529.3,105.47,836.91,0.43,8.34
1733,17330,530.27,91.8,830.57,0.45,8.89
1734,17340,542.97,99.61,810.55,0.44,8.43
1735,17350,537.11,102.05,822.27,0.45,8.62
1736,17360,538.57,94.24,818.36,0.45,8.27
1737,17370,522.95,111.33,812.99,0.46,8.48
1738,17380,540.04,100.59,825.68,0.47,8.42
1739,17390,541.02,107.91,819.34,0.49,8.62
1740,17400,542.97,101.56,829.59,0.49,8.48
1741,17410,533.69,98.63,822.27,0.5,8.58
1742,17420,539.06,94.24,828.61,0.5,8.48
1743,17430,541.5,98.14,819.82,0.51,8.59
1744,17440,526.86,101.07,817.87,0.52,8.46
1745,17450,525.88,98.63,823.73,0.51,8.76
1746,17460,544.43,105.47,811.04,0.51,8.4
1747,17470,539.55,106.93,822.75,0.51,8.53
1748,17480,527.34,103.52,820.8,0.5,8.25
1749,17490,524.41,111.33,819.82,0.49,8.64
1750,17500,533.2,91.31,819.82,0.49,8.31
1751,17510,536.13,108.89,824.71,0.48,8.44
1752,17520,529.3,92.77,831.54,0.47,8.28
1753,17530,525.88,95.7,830.08,0.47,8.61
1754,17540,527.83,84.96,825.2,0.46,8.4
1755,17550,512.7,106.45,826.17,0.45,8.69
1756,17560,539.55,96.68,818.36,0.44,8.4
1757,17570,518.07,103.03,814.94,0.44,8.59
1758,17580,534.18,97.17,828.12,0.43,8.39
1759,17590,538.57,96.19,814.45,0.43,8.51
1760,17600,531.25,102.05,828.61,0.43,8.31
1761,17610,535.64,100.1,819.34,0.43,8.44
1762,17620,535.16,97.17,829.1,0.43,8.16
1763,17630,525.88,106.93,820.8,0.42,8.59
1764,17640,536.62,89.84,830.57,0.42,8.49
1765,17650,530.27,86.91,822.27,0.42,8.59
1766,17660,533.69,92.77,824.22,0.42,8.17
1767,17670,533.2,96.68,813.96,0.43,8.66
1768,17680,533.2,104.49,825.68,0.43,8.4
1769,17690,536.13,102.54,815.43,0.44,8.59
1770,17700,541.5,92.77,819.82,0.44,8.32
1771,17710,535.64,107.42,821.29,0.44,8.69
1772,17720,535.16,105.96,826.66,0.45,8.42
1773,17730,527.83,101.56,828.61,0.44,8.63
1774,17740,531.25,103.03,827.64,0.45,8.4
1775,17750,522.46,104.49,827.64,0.44,8.5
1776,17760,521.97,96.19,828.61,0.45,8.3
1777,17770,542.97,111.33,821.78,0.45,8.65
1778,17780,534.18,114.26,825.2,0.45,8.3
1779,17790,529.3,106.93,818.36,0.45,8.51
1780,17800,541.02,97.17,825.68,0.45,8.22
1781,17810,536.62,105.96,817.38,0.45,8.63
1782,17820,542.97,103.03,825.2,0.44,8.44
1783,17830,542.48,107.91,815.92,0.44,8.5
1784,17840,534.18,88.87,839.84,0.44,8.34
1785,17850,536.13,108.89,825.68,0.44,8.36
1786,17860,526.86,100.59,823.73,0.44,8.4
1787,17870,534.67,104.49,833.01,0.44,8.66
1788,17880,528.81,92.29,827.15,0.43,8.37
1789,17890,535.64,102.05,812.99,0.43,8.76
1790,17900,531.74,109.37,830.08,0.43,8.26
1791,17910,538.57,95.7,819.82,0.43,8.5
1792,17920,537.6,111.33,825.68,0.43,8.5
1793,17930,525.39,105.96,814.45,0.43,8.48
1794,17940,532.23,105.96,828.61,0.43,8.5
1795,17950,527.34,96.19,828.12,0.43,8.37
1796,17960,523.93,99.12,826.66,0.43,8.28
1797,17970,514.16,98.63,825.2,0.43,8.66
1798,17980,533.2,101.56,825.2,0.43,8.29
1799,17990,539.55,100.1,814.45,0.43,8.69
1800,18000,542.97,101.56,828.12,0.44,8.3
1801,18010,531.25,95.21,829.1,0.43,8.75
1802,18020,525.39,107.91,825.2,0.43,8.49
1803,18030,529.3,99.61,829.1,0.43,8.48
1804,18040,525.88,101.56,826.66,0.43,8.48
1805,18050,532.71,107.42,824.71,0.43,8.49
1806,18060,532.23,90.82,828.61,0.43,8.3
1807,18070,539.55,95.7,823.24,0.43,8.73
1808,18080,538.09,99.12,830.57,0.43,8.22
1809,18090,531.74,104.98,820.8,0.44,8.59
1810,18100,526.37,103.03,824.22,0.44,8.39
1811,18110,523.93,101.56,824.22,0.45,8.67
1812,18120,541.02,108.4,816.41,0.46,8.25
1813,18130,533.69,99.12,831.54,0.47,8.5
1814,18140,532.23,103.03,833.98,0.48,8.39
1815,18150,541.5,111.33,820.31,0.49,8.52
1816,18160,529.3,101.56,827.64,0.49,8.5
1817,18170,527.34,98.63,821.29,0.5,8.5
1818,18180,539.55,103.03,834.96,0.51,8.49
1819,18190,537.6,91.31,822.75,0.5,8.55
1820,18200,541.02,91.8,830.08,0.5,8.29
1821,18210,525.39,107.42,825.68,0.5,8.58
1822,18220,532.23,103.52,820.31,0.49,8.42
1823,18230,528.81,98.14,824.71,0.49,8.6
1824,18240,531.74,104,827.64,0.49,8.23
1825,18250,528.81,99.12,823.73,0.48,8.45
1826,18260,540.04,106.93,817.38,0.47,8.49
1827,18270,537.11,90.82,834.96,0.47,8.59
1828,18280,534.67,99.61,832.03,0.46,8.4
1829,18290,538.57,99.61,812.5,0.46,8.59
1830,18300,525.39,100.59,816.41,0.45,8.5
1831,18310,517.09,104.98,828.12,0.45,8.69
1832,18320,529.3,107.42,829.59,0.44,8.3
1833,18330,527.34,93.75,830.57,0.43,8.64
1834,18340,533.2,103.03,830.08,0.43,8.31
1835,18350,526.37,103.03,824.71,0.43,8.56
1836,18360,539.06,106.93,817.38,0.42,8.5
1837,18370,524.41,114.75,825.68,0.43,8.62
1838,18380,536.62,103.03,827.15,0.42,8.5
1839,18390,537.6,103.52,834.96,0.42,8.58
1840,18400,528.81,109.86,825.2,0.43,8.41
1841,18410,528.32,98.63,815.43,0.42,8.58
1842,18420,522.46,101.07,831.05,0.43,8.52
1843,18430,538.57,99.61,830.57,0.43,8.54
1844,18440,526.37,103.03,824.22,0.43,8.44
1845,18450,532.71,104.98,814.94,0.44,8.48
1846,18460,540.04,107.91,820.31,0.44,8.36
1847,18470,546.87,105.96,827.15,0.44,8.69
1848,18480,526.37,98.63,815.92,0.45,8.39
1849,18490,533.69,111.82,817.87,0.45,8.58
1850,18500,527.34,104.49,811.04,0.45,8.46
1851,18510,517.09,97.66,825.68,0.45,8.52
1852,18520,539.06,102.05,820.31,0.45,8.46
1853,18530,540.53,114.26,820.31,0.45,8.58
1854,18540,536.13,102.05,837.4,0.44,8.31
1855,18550,522.95,105.47,825.2,0.44,8.71
1856,18560,532.23,90.33,816.89,0.44,8.53
1857,18570,528.32,105.96,829.1,0.44,8.5
1858,18580,513.18,98.14,827.64,0.44,8.34
1859,18590,528.81,116.21,822.75,0.44,8.59
1860,18600,522.95,96.19,832.52,0.43,8.4
1861,18610,523.93,98.63,823.24,0.43,8.58
1862,18620,519.53,114.75,815.43,0.43,8.39
1863,18630,527.83,110.84,819.34,0.43,8.45
1864,18640,519.04,104.49,828.61,0.42,8.5
1865,18650,533.2,104.98,837.4,0.43,8.51
1866,18660,530.76,91.8,823.24,0.43,8.36
1867,18670,541.5,99.61,829.59,0.43,8.65
1868,18680,539.06,105.96,827.15,0.43,8.29
1869,18690,538.09,112.79,824.22,0.42,8.69
1870,18700,521.97,113.28,823.24,0.42,8.5
1871,18710,535.16,94.73,829.1,0.43,8.61
1872,18720,530.76,109.86,811.52,0.43,8.28
1873,18730,531.74,101.07,828.61,0.42,8.65
1874,18740,531.25,104,820.8,0.43,8.23
1875,18750,530.27,110.35,822.27,0.42,8.61
1876,18760,529.79,90.33,825.2,0.42,8.31
1877,18770,514.16,114.75,824.22,0.42,8.49
1878,18780,530.76,97.17,823.24,0.42,8.22
1879,18790,526.37,105.96,824.71,0.42,8.61
1880,18800,528.81,105.96,820.31,0.43,7.37
1881,18810,533.69,103.52,819.34,0.43,8.66
1882,18820,540.53,101.07,817.38,0.43,8.14
1883,18830,537.11,92.77,827.64,0.43,8.58
1884,18840,536.13,98.63,822.27,0.44,8.24
1885,18850,513.67,102.54,828.12,0.44,8.48
1886,18860,525.88,92.29,833.01,0.45,8.34
1887,18870,535.16,104.49,819.82,0.46,8.66
1888,18880,530.27,98.14,820.8,0.46,8.46
1889,18890,529.79,98.63,818.85,0.47,8.5
1890,18900,539.06,93.75,818.85,0.48,8.42
1891,18910,524.41,101.07,815.92,0.49,8.5
1892,18920,535.16,95.21,824.22,0.5,8.26
1893,18930,523.44,101.07,818.85,0.51,8.78
1894,18940,524.41,99.61,822.75,0.51,8.39
1895,18950,542.48,90.82,822.75,0.51,8.53
1896,18960,528.81,99.61,815.43,0.52,8.48
1897,18970,535.16,99.61,825.68,0.5,8.61
1898,18980,528.81,103.52,825.68,0.5,8.39
1899,18990,524.9,103.03,824.22,0.5,8.48
1900,19000,536.13,98.63,830.57,0.48,8.33
1901,19010,533.2,108.89,836.43,0.48,8.69
1902,19020,523.93,100.1,827.64,0.47,8.3
1903,19030,537.11,103.52,820.31,0.46,8.69
1904,19040,517.58,109.37,820.8,0.46,8.49
1905,19050,529.79,106.93,818.85,0.45,8.5
1906,19060,539.55,104,827.15,0.44,8.44
1907,19070,535.16,91.31,819.82,0.44,8.65
1908,19080,527.34,110.35,818.36,0.44,8.31
1909,19090,517.58,93.26,822.27,0.43,8.48
1910,19100,513.67,111.82,832.52,0.42,8.48
1911,19110,528.32,96.68,828.12,0.42,8.6
1912,19120,528.81,101.56,819.34,0.42,8.51
1913,19130,521,96.68,840.33,0.42,8.66
1914,19140,537.11,109.86,815.43,0.42,8.3
1915,19150,540.04,108.89,821.29,0.42,8.66
1916,19160,533.69,105.96,823.24,0.42,8.45
1917,19170,539.55,115.72,830.08,0.43,8.49
1918,19180,528.81,104.49,821.78,0.43,8.4
1919,19190,537.6,110.35,831.54,0.43,8.61
1920,19200,513.67,112.3,825.68,0.43,8.38
1921,19210,538.57,92.77,816.89,0.44,8.59
1922,19220,527.83,116.7,822.27,0.44,8.41
1923,19230,535.64,92.29,825.2,0.44,8.78
1924,19240,527.83,108.4,816.41,0.44,8.29
1925,19250,529.3,90.82,818.85,0.44,8.43
1926,19260,528.32,108.4,827.15,0.44,8.48
1927,19270,532.71,107.91,817.38,0.45,8.61
1928,19280,521,112.79,817.87,0.45,8.34
1929,19290,521.97,99.61,831.05,0.45,8.7
1930,19300,530.76,100.1,825.68,0.45,8.4
1931,19310,529.79,101.07,812.99,0.44,8.48
1932,19320,536.62,102.54,827.64,0.44,8.48
1933,19330,529.3,98.63,832.03,0.44,8.69
1934,19340,530.27,101.56,833.01,0.44,8.4
1935,19350,531.25,101.07,813.48,0.43,8.47
1936,19360,521.48,108.4,822.75,0.43,8.49
1937,19370,532.23,102.54,820.8,0.43,8.6
1938,19380,525.39,107.42,820.8,0.43,8.3
1939,19390,525.88,106.93,838.38,0.43,8.69
1940,19400,520.51,101.56,824.22,0.43,8.55
1941,19410,527.34,111.82,829.1,0.42,8.49
1942,19420,521.97,112.3,826.66,0.42,8.4
1943,19430,521,95.7,822.75,0.43,8.67
1944,19440,532.71,111.33,828.12,0.42,8.23
1945,19450,526.37,102.05,823.73,0.42,8.61
1946,19460,538.09,104.49,824.71,0.42,8.5
1947,19470,522.95,96.68,816.41,0.42,8.61
1948,19480,544.92,102.05,820.31,0.42,8.48
1949,19490,523.44,81.54,813.48,0.42,8.75
1950,19500,527.83,104.98,821.78,0.42,8.4
1951,19510,526.86,96.68,818.85,0.42,8.54
1952,19520,537.11,97.17,814.45,0.43,8.56
1953,19530,532.23,104,830.08,0.42,8.69
1954,19540,538.57,96.19,825.68,0.42,8.5
1955,19550,528.81,90.82,829.1,0.43,8.49
1956,19560,537.6,103.52,823.73,0.43,8.51
1957,19570,528.32,104.98,825.68,0.43,8.53
1958,19580,524.41,89.84,817.38,0.43,8.22
1959,19590,541.99,93.75,815.43,0.43,8.58
1960,19600,536.13,96.68,812.99,0.43,8.39
1961,19610,526.86,100.59,819.34,0.43,8.69
1962,19620,527.34,101.56,825.2,0.43,8.37
1963,19630,544.92,107.91,830.57,0.44,8.63
1964,19640,531.25,117.68,831.05,0.45,8.39
1965,19650,531.25,97.66,829.59,0.45,8.46
1966,19660,535.16,102.54,815.92,0.46,8.38
1967,19670,531.74,96.19,824.22,0.47,8.34
1968,19680,541.02,103.03,815.92,0.48,8.44
1969,19690,546.39,93.26,825.2,0.49,8.56
1970,19700,538.09,96.19,819.82,0.5,8.33
1971,19710,522.46,111.33,819.82,0.51,8.52
1972,19720,539.06,111.33,818.85,0.51,8.3
1973,19730,527.34,90.33,816.41,0.51,8.66
1974,19740,524.41,102.05,821.78,0.51,8.3
1975,19750,533.69,100.1,816.41,0.51,8.71
1976,19760,538.09,101.56,820.31,0.5,8.5
1977,19770,532.23,93.26,826.17,0.5,8.5
1978,19780,533.69,99.12,830.57,0.49,8.45
1979,19790,524.9,98.63,821.78,0.48,8.58
1980,19800,531.25,99.61,819.82,0.48,8.43
1981,19810,524.41,113.77,818.36,0.47,8.7
1982,19820,525.39,105.47,823.73,0.46,8.42
1983,19830,539.55,102.54,827.64,0.46,8.51
1984,19840,516.6,105.96,826.17,0.45,8.39
1985,19850,535.64,103.52,818.36,0.44,8.62
1986,19860,546.87,105.47,820.31,0.44,8.28
1987,19870,534.67,99.12,820.8,0.43,8.62
1988,19880,534.67,103.52,819.82,0.43,8.25
1989,19890,526.86,101.07,825.2,0.43,9.09
1990,19900,537.11,102.54,818.36,0.42,8.34
1991,19910,533.69,100.59,818.85,0.42,8.71
1992,19920,542.97,107.42,822.27,0.42,8.5
1993,19930,524.9,97.66,828.12,0.42,8.56
1994,19940,532.71,110.35,823.73,0.42,8.47
1995,19950,522.46,91.31,817.38,0.43,8.7
1996,19960,537.11,111.82,832.03,0.43,8.34
1997,19970,526.86,90.33,814.45,0.43,8.66
1998,19980,526.37,95.21,825.68,0.43,8.43
1999,19990,521.48,104,821.29,0.44,8.69
2000,20000,525.39,107.91,830.08,0.44,8.37
2001,20010,525.88,102.05,831.54,0.44,8.59
2002,20020,538.09,97.66,825.68,0.44,8.48
2003,20030,529.3,94.24,821.29,0.44,8.59
2004,20040,535.64,103.52,820.8,0.44,8.51
2005,20050,530.76,91.8,815.92,0.45,8.65
2006,20060,529.3,97.17,820.8,0.44,8.26
2007,20070,525.88,105.47,811.04,0.45,8.59
2008,20080,532.71,95.7,814.45,0.45,8.33
2009,20090,534.18,107.42,830.57,0.44,8.65
2010,20100,528.81,89.36,818.36,0.45,8.5
2011,20110,545.41,104.98,826.17,0.45,8.69
2012,20120,525.88,99.12,819.82,0.44,8.45
2013,20130,527.83,99.12,823.73,0.44,8.65
2014,20140,529.79,103.52,828.12,0.44,8.45
2015,20150,539.06,104,813.96,0.43,8.42
2016,20160,524.9,99.12,836.91,0.43,8.26
2017,20170,530.27,103.03,814.94,0.43,8.69
2018,20180,522.95,105.96,822.27,0.42,8.24
2019,20190,526.37,95.7,827.15,0.42,8.65
2020,20200,521.97,99.12,833.98,0.43,8.36
2021,20210,528.81,106.45,817.38,0.42,8.34
2022,20220,529.79,104.98,824.71,0.42,8.47
2023,20230,533.69,93.26,827.15,0.43,8.55
2024,20240,536.13,106.45,825.68,0.42,8.42
2025,20250,533.2,97.66,813.96,0.42,8.66
2026,20260,526.37,98.14,827.64,0.43,8.36
2027,20270,526.37,105.47,810.55,0.43,8.78
2028,20280,523.44,112.79,830.57,0.43,7.98
2029,20290,546.39,109.37,822.27,0.43,8.59
2030,20300,533.69,94.24,818.85,0.43,8.53
2031,20310,517.58,105.47,828.12,0.43,8.61
2032,20320,536.13,89.84,826.66,0.43,8.5
2033,20330,543.95,91.31,814.94,0.43,8.4
2034,20340,517.09,99.61,829.59,0.43,8.59
2035,20350,529.79,103.52,812.99,0.43,8.51
2036,20360,525.88,98.14,834.47,0.43,8.33
2037,20370,528.32,100.59,825.68,0.43,8.56
2038,20380,523.44,102.05,823.73,0.43,8.28
2039,20390,527.34,97.17,823.24,0.43,8.51
2040,20400,531.74,109.86,832.52,0.43,8.58
2041,20410,532.23,91.8,825.68,0.43,8.78
2042,20420,523.44,96.19,825.68,0.45,8.4
2043,20430,515.14,94.24,813.48,0.45,8.22
2044,20440,535.64,116.21,824.71,0.46,8.42
2045,20450,534.67,100.1,821.29,0.47,8.41
2046,20460,531.25,87.89,818.85,0.47,8.45
2047,20470,521,102.05,822.27,0.48,8.69
2048,20480,517.58,103.03,820.31,0.49,8.4
2049,20490,541.5,102.05,829.59,0.49,8.55
2050,20500,522.46,91.31,819.82,0.49,8.34
2051,20510,532.23,108.4,820.8,0.5,8.87
2052,20520,539.55,92.29,831.05,0.5,8.56
2053,20530,528.32,102.54,820.8,0.49,8.6
2054,20540,531.74,101.56,832.03,0.49,8.44
2055,20550,530.27,113.77,824.22,0.49,8.76
2056,20560,544.92,103.03,829.1,0.48,8.5
2057,20570,532.23,100.59,822.75,0.47,8.69
2058,20580,541.5,113.28,830.57,0.46,8.44
2059,20590,533.69,104.98,818.85,0.45,8.77
2060,20600,528.32,101.56,814.45,0.45,8.67
2061,20610,530.76,108.4,825.68,0.44,8.5
2062,20620,523.44,102.05,814.45,0.43,8.37
2063,20630,528.81,87.4,822.75,0.43,8.51
2064,20640,527.34,96.68,824.22,0.42,8.59
2065,20650,522.95,103.03,818.36,0.42,8.69
2066,20660,533.2,96.68,832.03,0.42,8.47
2067,20670,530.76,104.49,819.34,0.42,8.66
2068,20680,524.41,104.49,816.89,0.41,8.47
2069,20690,525.88,107.42,824.22,0.42,8.74
2070,20700,527.83,96.19,824.71,0.42,8.56
2071,20710,534.18,105.96,816.41,0.42,8.64
2072,20720,530.76,102.54,817.87,0.42,8.59
2073,20730,541.02,104,818.36,0.42,8.83
2074,20740,530.76,104.98,815.92,0.42,8.59
2075,20750,535.16,100.59,828.12,0.42,8.65
2076,20760,525.88,104.98,819.34,0.43,8.48
2077,20770,531.74,103.52,826.17,0.43,8.8
2078,20780,526.86,113.77,831.05,0.43,8.47
2079,20790,529.3,97.17,821.78,0.44,8.72
2080,20800,536.62,91.8,818.36,0.44,8.47
2081,20810,541.5,99.61,825.68,0.44,8.75
2082,20820,529.3,101.56,825.2,0.44,8.51
2083,20830,530.76,103.52,830.57,0.44,8.65
2084,20840,522.95,107.42,830.57,0.44,8.55
2085,20850,522.95,99.12,830.08,0.44,8.82
2086,20860,525.88,93.26,811.52,0.44,8.65
2087,20870,536.62,95.21,822.75,0.44,8.72
2088,20880,539.06,110.84,828.12,0.43,8.56
2089,20890,533.69,103.03,828.61,0.43,8.7
2090,20900,516.11,107.42,825.2,0.43,8.51
2091,20910,535.16,112.3,825.68,0.43,8.7
2092,20920,521.97,101.56,832.03,0.43,8.58
2093,20930,534.18,93.26,825.68,0.42,8.73
2094,20940,518.07,100.1,827.64,0.42,8.51
2095,20950,533.2,101.07,822.27,0.42,8.84
2096,20960,535.64,85.45,816.89,0.42,8.65
2097,20970,533.2,105.96,831.54,0.42,8.73
2098,20980,531.25,109.37,826.17,0.42,8.55
2099,20990,535.16,98.63,816.89,0.42,8.82
2100,21000,525.88,94.73,812.01,0.42,8.63
