Var1,time,acc_x,acc_y,acc_z,pulse,eda
1497,14970,197.27,-19.04,967.29,0.42,8.69
1498,14980,214.36,-8.79,969.73,0.42,8.92
1499,14990,212.89,-11.72,967.77,0.42,8.6
1500,15000,205.57,-16.11,977.05,0.43,8.89
1501,15010,214.84,-10.25,973.14,0.44,8.69
1502,15020,203.12,-19.04,974.61,0.45,8.89
1503,15030,209.96,-5.37,973.14,0.46,8.65
1504,15040,197.75,-10.74,978.03,0.48,8.94
1505,15050,212.4,-8.3,985.35,0.49,8.78
1506,15060,213.87,-9.28,979.98,0.5,8.91
1507,15070,208.01,-9.77,972.17,0.52,8.67
1508,15080,210.45,-19.53,976.56,0.52,8.94
1509,15090,191.41,-10.25,979.98,0.53,8.86
1510,15100,214.84,-2.93,972.66,0.53,8.98
1511,15110,217.29,0,968.26,0.53,8.69
1512,15120,206.05,-11.72,976.56,0.53,9.04
1513,15130,216.31,-1.46,969.24,0.52,8.69
1514,15140,213.38,-4.39,967.29,0.51,8.87
1515,15150,208.5,-0.49,970.7,0.5,8.77
1516,15160,208.01,-7.32,970.21,0.49,8.93
1517,15170,202.15,-13.67,978.03,0.48,8.77
1518,15180,203.12,-13.67,966.8,0.47,8.91
1519,15190,201.66,-17.58,972.66,0.46,8.69
1520,15200,211.43,-15.14,967.29,0.45,8.79
1521,15210,215.33,4.88,970.21,0.45,8.69
1522,15220,199.71,0.98,968.26,0.44,8.97
1523,15230,210.45,-2.93,967.77,0.44,8.65
1524,15240,213.87,-13.67,969.73,0.43,8.98
1525,15250,202.64,0.49,957.03,0.43,8.72
1526,15260,208.5,-2.44,965.82,0.42,8.97
1527,15270,206.05,-15.14,974.12,0.42,8.68
1528,15280,208.5,-17.09,969.24,0.42,8.95
1529,15290,200.68,-16.11,983.89,0.42,8.64
1530,15300,214.36,-6.84,970.7,0.42,9.17
1531,15310,207.03,-12.21,968.26,0.42,8.69
1532,15320,208.5,-14.65,961.91,0.42,8.9
1533,15330,214.84,-3.91,971.19,0.43,8.78
1534,15340,209.96,-6.84,978.03,0.43,8.86
1535,15350,206.05,-14.65,976.56,0.43,8.71
1536,15360,206.05,-17.09,976.56,0.44,8.93
1537,15370,218.75,-23.93,979.49,0.44,8.91
1538,15380,194.82,-4.88,979,0.44,8.81
1539,15390,206.05,-0.98,974.12,0.44,8.75
1540,15400,223.14,0.49,974.61,0.44,8.93
1541,15410,211.43,-8.3,972.17,0.44,8.78
1542,15420,211.43,-1.95,968.26,0.45,8.87
1543,15430,214.36,-8.79,976.07,0.45,8.75
1544,15440,203.12,-15.14,968.26,0.44,8.74
1545,15450,209.96,-11.72,969.73,0.44,8.7
1546,15460,196.29,-7.81,962.89,0.44,9.08
1547,15470,211.91,-11.23,973.63,0.44,8.64
1548,15480,215.33,-21.97,972.66,0.44,8.99
1549,15490,195.8,-11.23,980.47,0.44,8.66
1550,15500,202.64,-7.81,970.7,0.44,8.95
1551,15510,192.87,-12.21,967.77,0.44,8.64
1552,15520,203.12,-17.09,972.17,0.43,8.93
1553,15530,207.03,-10.74,978.03,0.43,8.6
1554,15540,208.5,-6.35,968.26,0.43,8.91
1555,15550,208.98,-7.81,972.17,0.42,8.72
1556,15560,217.29,-6.84,963.38,0.42,8.86
1557,15570,207.03,-18.07,973.63,0.42,8.72
1558,15580,203.61,-7.32,967.29,0.42,8.9
1559,15590,212.89,-10.74,963.38,0.41,8.62
1560,15600,204.1,-1.95,980.47,0.41,8.94
1561,15610,200.68,-0.98,974.12,0.41,8.73
1562,15620,198.73,-6.84,965.82,0.42,8.91
1563,15630,210.94,-14.16,971.19,0.42,8.7
1564,15640,195.31,-7.32,971.68,0.42,9.04
1565,15650,212.89,-11.72,974.12,0.42,8.69
1566,15660,213.87,-2.93,967.29,0.42,9.06
1567,15670,221.19,-8.79,973.14,0.42,8.64
1568,15680,195.8,0.98,971.68,0.42,8.97
1569,15690,208.98,-15.63,969.73,0.43,8.79
1570,15700,214.84,-19.04,979.98,0.42,9
1571,15710,207.52,-13.67,958.01,0.42,8.72
1572,15720,203.12,-15.14,964.36,0.42,8.95
1573,15730,200.68,-8.79,975.59,0.42,8.96
1574,15740,203.12,-4.39,977.54,0.43,8.97
1575,15750,211.43,-23.93,958.5,0.43,8.65
1576,15760,207.03,-9.28,966.31,0.42,8.95
1577,15770,208.5,-2.93,958.98,0.42,8.69
1578,15780,220.21,-7.81,969.24,0.42,8.9
1579,15790,218.26,-5.86,973.63,0.42,8.75
1580,15800,212.4,-12.21,977.05,0.42,9.02
1581,15810,209.47,-12.21,967.29,0.42,8.78
1582,15820,211.91,-2.44,972.66,0.42,8.91
1583,15830,206.54,-14.16,962.89,0.42,8.61
1584,15840,202.64,-3.91,981.93,0.42,8.94
1585,15850,195.8,-14.16,962.89,0.43,8.59
1586,15860,208.98,-14.65,974.12,0.44,9.05
1587,15870,208.01,-15.14,961.91,0.45,8.73
1588,15880,196.78,-9.28,974.61,0.46,8.95
1589,15890,198.73,-6.35,965.82,0.48,8.73
1590,15900,199.22,-10.25,972.66,0.5,8.89
1591,15910,207.52,-15.14,984.86,0.51,8.69
1592,15920,208.01,-3.91,973.14,0.52,8.95
1593,15930,199.71,-13.67,965.82,0.53,8.68
1594,15940,199.71,-8.3,979,0.54,9.01
1595,15950,205.08,-4.39,981.45,0.54,8.67
1596,15960,204.59,-5.37,968.26,0.54,8.77
1597,15970,210.45,-13.67,970.21,0.54,8.64
1598,15980,214.36,-16.6,964.36,0.54,8.97
1599,15990,199.71,-6.35,974.12,0.53,8.69
1600,16000,214.36,-9.77,969.73,0.52,8.92
1601,16010,211.43,-1.46,970.21,0.51,8.69
1602,16020,226.56,-10.74,970.21,0.5,8.89
1603,16030,201.66,-2.93,974.12,0.49,8.73
1604,16040,215.82,-11.23,965.33,0.48,9.05
1605,16050,206.05,-3.42,971.68,0.47,8.62
1606,16060,211.91,-15.14,969.24,0.46,8.92
1607,16070,202.15,-11.23,968.26,0.45,8.75
1608,16080,203.12,-8.3,977.05,0.44,8.93
1609,16090,207.03,-10.25,977.05,0.44,8.63
1610,16100,197.27,-15.14,976.07,0.43,8.9
1611,16110,208.98,-18.07,977.05,0.42,8.69
1612,16120,209.96,-16.6,973.14,0.42,8.91
1613,16130,205.57,-10.74,979.49,0.42,8.75
1614,16140,209.47,-9.77,969.73,0.42,8.9
1615,16150,222.66,-12.7,971.68,0.42,8.63
1616,16160,205.57,5.86,971.68,0.42,8.97
1617,16170,210.45,-13.67,969.24,0.43,8.8
1618,16180,202.15,-15.14,966.31,0.43,8.98
1619,16190,203.61,-3.42,960.45,0.43,8.68
1620,16200,199.71,-5.37,969.24,0.44,8.93
1621,16210,209.96,-7.81,965.82,0.44,8.67
1622,16220,196.29,-15.63,973.63,0.44,8.9
1623,16230,205.08,-18.55,969.73,0.44,8.66
1624,16240,209.96,3.42,967.29,0.44,9.01
1625,16250,200.68,-7.32,980.47,0.44,8.71
1626,16260,200.68,-16.6,954.59,0.45,8.96
1627,16270,225.1,-7.32,970.21,0.45,8.76
1628,16280,215.82,-16.6,960.45,0.45,8.98
1629,16290,208.01,-1.46,964.84,0.45,8.66
1630,16300,194.34,-5.86,960.45,0.44,8.93
1631,16310,213.38,-11.23,978.52,0.44,8.7
1632,16320,190.92,-8.79,972.66,0.44,8.9
1633,16330,214.36,-4.88,978.03,0.44,8.68
1634,16340,215.33,-9.77,979.98,0.45,8.92
1635,16350,215.33,-15.63,963.38,0.44,8.76
1636,16360,210.94,-3.91,973.14,0.43,8.88
1637,16370,206.05,-8.79,968.26,0.43,8.66
1638,16380,206.05,-15.14,961.43,0.43,8.95
1639,16390,210.45,-13.18,969.73,0.43,8.72
1640,16400,222.17,-4.39,970.7,0.43,8.79
1641,16410,214.84,-4.88,971.19,0.43,8.7
1642,16420,210.94,-11.23,968.75,0.43,8.97
1643,16430,202.64,-9.77,976.56,0.43,8.61
1644,16440,206.54,-4.39,972.17,0.43,8.92
1645,16450,206.54,-16.6,984.37,0.43,8.68
1646,16460,214.84,-11.23,971.19,0.42,8.91
1647,16470,219.73,-6.35,964.36,0.42,8.59
1648,16480,215.82,-14.16,978.03,0.42,8.92
1649,16490,212.89,-5.37,975.59,0.42,8.65
1650,16500,201.17,-19.53,971.19,0.42,8.89
1651,16510,202.64,-7.81,969.24,0.42,8.69
1652,16520,195.31,-12.21,975.1,0.42,8.93
1653,16530,214.36,-9.28,973.63,0.42,8.68
1654,16540,212.4,-12.21,972.17,0.42,8.91
1655,16550,199.71,-8.3,967.29,0.42,8.68
1656,16560,210.45,-8.79,977.54,0.42,8.94
1657,16570,201.17,-16.11,967.77,0.42,8.72
1658,16580,218.26,-1.46,979.49,0.42,8.98
1659,16590,206.05,-3.91,963.87,0.42,8.69
1660,16600,213.87,-0.49,970.21,0.42,8.87
1661,16610,192.38,-7.81,973.63,0.42,8.6
1662,16620,209.96,-13.18,981.93,0.42,8.89
1663,16630,206.05,2.93,971.68,0.42,8.65
1664,16640,194.34,-19.53,982.91,0.42,8.87
1665,16650,201.66,-2.44,963.87,0.42,8.72
1666,16660,202.64,-12.7,980.47,0.42,8.89
1667,16670,208.98,-12.21,975.1,0.41,8.67
1668,16680,214.84,-18.07,977.05,0.42,8.95
1669,16690,194.82,-18.07,965.33,0.42,8.66
1670,16700,207.03,-12.21,964.36,0.42,8.97
1671,16710,206.54,-15.63,974.61,0.42,8.69
1672,16720,213.38,-14.65,960.45,0.42,8.89
1673,16730,212.89,-20.02,968.75,0.42,8.72
1674,16740,206.54,-6.35,974.61,0.42,8.89
1675,16750,203.12,-12.21,973.63,0.42,8.69
1676,16760,194.34,-9.77,976.07,0.42,8.89
1677,16770,213.38,-7.81,976.56,0.42,8.72
1678,16780,197.27,-1.46,965.33,0.43,8.89
1679,16790,202.15,-6.84,967.29,0.44,8.65
1680,16800,208.5,-5.37,973.63,0.45,8.94
1681,16810,202.64,-5.86,970.21,0.46,8.66
1682,16820,208.98,-19.04,972.17,0.48,8.92
1683,16830,204.1,-4.39,969.24,0.5,8.64
1684,16840,212.89,-12.21,968.26,0.51,8.9
1685,16850,208.98,-3.91,974.61,0.52,8.61
1686,16860,217.29,-1.46,979.98,0.53,8.89
1687,16870,202.64,-15.14,976.56,0.54,8.72
1688,16880,213.87,-13.18,975.1,0.54,8.88
1689,16890,203.12,-15.63,968.26,0.54,8.69
1690,16900,204.59,-18.55,969.73,0.54,8.85
1691,16910,197.27,-10.74,979,0.54,8.68
1692,16920,217.77,2.44,971.68,0.53,8.92
1693,16930,208.98,-11.23,966.8,0.52,8.65
1694,16940,209.47,2.44,970.21,0.52,8.9
1695,16950,217.29,-8.3,964.36,0.51,8.61
1696,16960,192.87,-8.79,979,0.49,8.91
1697,16970,208.5,-9.28,963.87,0.48,8.6
1698,16980,196.29,-4.88,965.33,0.47,8.92
1699,16990,210.94,-0.98,963.87,0.47,8.67
1700,17000,200.68,-27.34,967.29,0.46,8.97
1701,17010,205.57,-14.16,969.73,0.45,8.58
1702,17020,202.64,3.42,971.68,0.45,8.88
1703,17030,210.94,-4.88,978.03,0.44,8.64
1704,17040,195.31,-22.46,973.14,0.44,8.89
1705,17050,206.05,-18.55,977.54,0.43,8.72
1706,17060,207.03,-10.25,970.21,0.43,8.87
1707,17070,215.82,-5.86,976.07,0.43,8.69
1708,17080,200.68,-8.3,964.84,0.42,8.87
1709,17090,206.54,-6.35,979,0.42,8.69
1710,17100,217.29,-1.95,971.19,0.42,8.9
1711,17110,207.03,-9.77,966.31,0.42,8.65
1712,17120,221.19,-15.14,976.56,0.43,8.92
1713,17130,192.38,-10.74,979.49,0.43,8.65
1714,17140,209.96,-8.79,964.84,0.43,8.89
1715,17150,205.57,-8.3,974.61,0.43,8.59
1716,17160,209.47,-3.42,963.38,0.44,8.92
1717,17170,211.91,3.91,974.12,0.44,8.56
1718,17180,201.17,-18.55,967.29,0.44,8.89
1719,17190,216.8,-15.14,958.98,0.44,8.69
1720,17200,207.52,-21.48,962.89,0.44,8.99
1721,17210,218.26,-7.32,968.75,0.44,8.59
1722,17220,215.33,-9.28,971.19,0.44,8.97
1723,17230,205.57,-19.53,964.36,0.44,8.65
1724,17240,201.17,-3.42,978.52,0.44,8.89
1725,17250,199.22,0.49,974.12,0.44,8.63
1726,17260,196.29,-16.6,965.33,0.44,8.89
1727,17270,202.15,-14.16,981.93,0.44,8.72
1728,17280,202.64,-1.95,980.47,0.44,8.83
1729,17290,201.17,-14.65,974.12,0.44,8.65
1730,17300,206.54,-11.23,978.52,0.44,8.97
1731,17310,214.84,0.98,980.96,0.43,8.63
1732,17320,213.38,-7.81,981.93,0.43,8.92
1733,17330,199.71,-5.86,972.66,0.43,8.59
1734,17340,207.03,-5.86,977.05,0.42,8.89
1735,17350,198.24,-20.51,971.19,0.42,8.69
1736,17360,206.05,-10.74,966.31,0.42,8.86
1737,17370,218.75,-11.23,970.21,0.42,8.65
1738,17380,209.47,-2.44,960.45,0.42,8.87
1739,17390,212.4,-1.95,973.63,0.41,8.61
1740,17400,208.98,-15.63,970.21,0.41,8.9
1741,17410,201.66,-1.46,971.68,0.41,8.75
1742,17420,206.54,-15.14,959.47,0.41,8.83
1743,17430,213.87,-7.81,968.26,0.41,8.67
1744,17440,209.96,-22.95,970.21,0.41,8.98
1745,17450,199.22,-19.04,975.59,0.41,8.47
1746,17460,198.73,-5.86,970.7,0.41,8.94
1747,17470,218.75,-13.18,979,0.42,8.65
1748,17480,201.66,-15.63,975.1,0.42,8.88
1749,17490,212.89,-5.37,962.4,0.42,8.68
1750,17500,200.2,-7.32,969.24,0.42,8.84
1751,17510,201.66,-8.3,973.14,0.42,8.76
1752,17520,218.26,-11.23,967.77,0.42,8.92
1753,17530,204.1,-8.79,962.89,0.42,8.61
1754,17540,194.82,-10.25,976.56,0.42,8.89
1755,17550,208.01,-14.16,970.21,0.42,8.69
1756,17560,213.87,-27.34,976.56,0.42,8.91
1757,17570,211.91,0.98,975.1,0.42,8.66
1758,17580,208.01,-7.81,973.63,0.42,8.96
1759,17590,213.38,-9.77,964.36,0.42,8.65
1760,17600,214.36,-11.72,966.31,0.42,8.91
1761,17610,206.05,-21.48,964.84,0.42,8.67
1762,17620,213.87,-4.88,955.57,0.42,8.88
1763,17630,191.89,-7.81,979,0.42,8.59
1764,17640,207.03,-21.48,973.63,0.42,8.8
1765,17650,202.64,1.95,962.89,0.42,8.63
1766,17660,212.4,-6.84,969.24,0.42,8.91
1767,17670,213.87,-10.74,974.12,0.42,8.65
1768,17680,213.38,-11.72,972.66,0.42,8.88
1769,17690,201.17,-0.98,978.03,0.42,8.66
1770,17700,199.22,-6.84,970.21,0.42,8.8
1771,17710,217.77,-6.84,972.66,0.42,8.66
1772,17720,198.24,-15.14,965.82,0.43,8.93
1773,17730,213.38,-11.23,974.12,0.43,8.66
1774,17740,219.73,-9.28,969.73,0.44,8.94
1775,17750,210.45,-12.21,972.66,0.45,8.69
1776,17760,198.73,-7.32,975.59,0.47,8.83
1777,17770,205.08,-3.42,970.7,0.48,8.65
1778,17780,206.05,-4.39,975.59,0.5,8.89
1779,17790,208.01,-4.39,968.75,0.51,8.59
1780,17800,199.71,-14.16,971.68,0.53,8.8
1781,17810,209.96,-12.7,961.43,0.54,8.62
1782,17820,200.2,-21.97,969.73,0.54,8.92
1783,17830,202.15,-17.09,966.31,0.55,8.59
1784,17840,221.19,-10.25,964.36,0.55,8.89
1785,17850,221.19,-7.32,974.12,0.54,8.65
1786,17860,209.47,-6.84,964.84,0.54,8.89
1787,17870,196.78,-4.39,962.89,0.53,8.63
1788,17880,209.47,-18.55,975.59,0.52,8.88
1789,17890,214.36,-6.84,965.82,0.51,8.61
1790,17900,199.22,-20.02,968.26,0.5,8.87
1791,17910,205.57,-7.81,968.26,0.49,8.59
1792,17920,214.36,-21.48,974.12,0.47,8.78
1793,17930,206.05,-0.98,982.91,0.46,8.71
1794,17940,198.73,-10.74,967.77,0.45,8.92
1795,17950,212.4,-8.79,965.82,0.45,8.62
1796,17960,207.52,-16.11,981.93,0.44,8.91
1797,17970,220.7,2.93,967.29,0.43,8.58
1798,17980,209.47,-5.37,965.82,0.43,8.95
1799,17990,199.71,-11.23,969.73,0.43,8.67
1800,18000,207.52,-7.81,962.4,0.42,8.89
1801,18010,208.5,-2.93,964.84,0.42,8.69
1802,18020,217.77,-0.98,974.61,0.42,8.89
1803,18030,214.84,-16.6,982.91,0.42,8.69
1804,18040,204.1,-7.81,975.59,0.42,8.86
1805,18050,213.38,-17.09,973.14,0.43,8.63
1806,18060,207.52,6.84,979.49,0.43,8.89
1807,18070,209.96,-6.35,965.82,0.43,8.7
1808,18080,203.61,-2.44,983.4,0.43,8.86
1809,18090,203.12,-21.48,979,0.44,8.67
1810,18100,209.96,-13.67,973.14,0.44,8.98
1811,18110,219.24,-12.21,970.7,0.44,8.69
1812,18120,213.87,-16.11,978.03,0.44,8.85
1813,18130,215.33,-9.77,959.47,0.44,8.66
1814,18140,204.1,-1.46,972.17,0.44,8.86
1815,18150,203.61,-11.72,958.5,0.44,8.56
1816,18160,209.47,-5.86,967.77,0.44,8.95
1817,18170,197.27,-5.86,975.59,0.44,8.69
1818,18180,209.47,-15.14,972.17,0.44,8.89
1819,18190,197.75,-7.81,974.61,0.44,8.66
1820,18200,220.7,-20.02,970.21,0.44,8.89
1821,18210,213.38,-3.91,982.42,0.44,8.68
1822,18220,204.59,-3.91,958.01,0.43,8.87
1823,18230,211.91,-13.67,963.38,0.43,8.66
1824,18240,200.68,-10.25,958.98,0.43,8.95
1825,18250,206.54,-6.84,978.03,0.43,8.67
1826,18260,208.98,-16.6,969.24,0.42,8.93
1827,18270,205.57,0.49,987.79,0.42,8.58
1828,18280,208.01,-4.39,976.56,0.42,8.89
1829,18290,210.45,-21.48,969.73,0.42,8.72
1830,18300,206.54,-4.39,974.61,0.42,8.89
1831,18310,203.12,-5.86,978.52,0.42,8.56
1832,18320,214.84,-11.23,970.7,0.42,8.77
1833,18330,203.12,-13.18,967.29,0.42,8.71
1834,18340,212.89,-5.86,973.14,0.42,8.85
1835,18350,205.57,-23.93,971.19,0.42,8.6
1836,18360,217.29,-12.7,979.98,0.42,8.92
1837,18370,228.03,-4.39,968.26,0.42,8.53
1838,18380,215.33,-3.91,966.8,0.42,8.92
1839,18390,202.15,-23.93,960.94,0.42,8.71
1840,18400,220.7,-6.84,977.54,0.42,8.89
1841,18410,201.66,-17.58,973.63,0.42,8.65
1842,18420,209.96,-26.86,975.1,0.42,8.99
1843,18430,198.24,-7.32,970.21,0.42,8.67
1844,18440,209.96,-4.88,966.8,0.42,8.98
1845,18450,211.43,-3.42,957.03,0.42,8.59
1846,18460,201.66,-15.14,968.26,0.42,8.89
1847,18470,211.91,-12.7,968.26,0.42,8.69
1848,18480,192.38,-16.6,978.52,0.42,8.91
1849,18490,195.8,-15.63,974.61,0.42,8.61
1850,18500,197.27,-6.84,969.73,0.42,8.94
1851,18510,205.08,-13.18,974.61,0.42,8.66
1852,18520,208.98,-21.97,970.21,0.42,8.8
1853,18530,212.89,3.91,968.75,0.42,8.72
1854,18540,214.36,-10.74,972.17,0.42,8.92
1855,18550,202.15,-9.28,961.91,0.42,8.73
1856,18560,202.15,-6.84,961.91,0.42,9
1857,18570,212.89,-1.95,970.21,0.42,8.59
1858,18580,214.84,-18.07,965.82,0.42,8.94
1859,18590,212.89,-12.7,976.07,0.42,8.63
1860,18600,210.94,8.3,973.14,0.41,8.89
1861,18610,211.43,-9.28,975.1,0.41,8.69
1862,18620,205.57,-4.88,977.05,0.42,8.89
1863,18630,199.22,-3.91,968.26,0.42,8.61
1864,18640,200.68,-9.77,977.54,0.43,8.91
1865,18650,202.64,-21.48,976.07,0.44,8.72
1866,18660,208.5,-9.77,963.87,0.46,8.94
1867,18670,206.54,-12.21,970.21,0.47,8.73
1868,18680,211.43,-11.72,979.49,0.49,8.86
1869,18690,198.24,-17.09,972.66,0.51,8.66
1870,18700,202.64,-10.25,971.19,0.52,8.91
1871,18710,211.91,-19.04,967.29,0.53,8.68
1872,18720,205.08,-20.51,969.24,0.54,8.89
1873,18730,219.73,-3.91,976.07,0.55,8.7
1874,18740,201.66,-3.42,967.77,0.55,8.86
1875,18750,220.21,-12.21,974.61,0.55,8.7
1876,18760,206.54,-27.83,977.05,0.54,8.91
1877,18770,211.91,-16.11,973.63,0.54,8.69
1878,18780,207.52,-7.81,975.59,0.53,8.89
1879,18790,198.24,-10.25,969.73,0.51,8.65
1880,18800,196.29,-11.23,965.33,0.5,8.88
1881,18810,208.5,0,970.21,0.49,8.69
1882,18820,201.17,2.44,962.89,0.48,8.87
1883,18830,217.29,-5.86,970.21,0.47,8.66
1884,18840,202.64,-17.58,974.12,0.46,8.86
1885,18850,208.01,-5.86,970.21,0.46,8.69
1886,18860,202.64,0.98,975.59,0.45,8.94
1887,18870,206.54,-9.77,972.66,0.44,8.59
1888,18880,208.01,-15.14,972.66,0.44,8.88
1889,18890,211.91,-14.16,957.03,0.44,8.67
1890,18900,201.66,-1.46,970.7,0.43,8.92
1891,18910,201.66,-9.28,972.66,0.43,8.61
1892,18920,204.1,-9.77,980.96,0.43,8.98
1893,18930,197.75,-19.04,972.17,0.43,8.61
1894,18940,205.57,-20.51,959.47,0.43,8.89
1895,18950,196.29,-20.02,969.73,0.43,8.72
1896,18960,203.12,-12.7,967.77,0.43,8.92
1897,18970,210.94,-8.3,966.8,0.43,8.68
1898,18980,209.47,-4.88,971.68,0.43,8.89
1899,18990,209.47,-14.16,972.17,0.43,8.66
1900,19000,209.47,-1.95,979.49,0.44,8.98
1901,19010,210.45,-9.28,961.43,0.44,8.6
1902,19020,202.64,-6.35,968.75,0.44,8.95
1903,19030,201.17,-5.37,967.77,0.45,8.69
1904,19040,211.43,-5.37,976.07,0.45,8.91
1905,19050,208.01,-21,957.03,0.45,8.65
1906,19060,207.52,-2.44,975.59,0.45,8.92
1907,19070,202.64,-6.35,976.07,0.45,8.7
1908,19080,206.54,-6.35,970.7,0.45,8.87
1909,19090,210.45,-16.11,964.84,0.45,8.71
1910,19100,211.91,-20.51,960.94,0.45,8.89
1911,19110,193.36,-7.81,979.49,0.45,8.64
1912,19120,204.1,-15.14,966.31,0.44,8.91
1913,19130,201.17,-5.86,969.73,0.44,8.66
1914,19140,204.1,-24.9,976.56,0.44,8.98
1915,19150,199.22,0,967.77,0.43,8.68
1916,19160,208.01,-3.91,969.24,0.43,8.81
1917,19170,214.84,-19.53,974.12,0.43,8.66
1918,19180,210.45,-20.51,970.21,0.43,8.69
1919,19190,209.96,-20.02,977.54,0.43,8.62
1920,19200,210.94,-5.37,975.59,0.42,9.01
1921,19210,197.75,-0.98,965.82,0.42,8.66
1922,19220,201.66,-3.91,966.31,0.42,8.91
1923,19230,202.64,-6.84,969.24,0.42,8.75
1924,19240,210.45,-2.44,962.4,0.42,8.83
1925,19250,217.29,-9.77,978.03,0.41,8.69
1926,19260,203.61,-4.39,962.4,0.41,8.9
1927,19270,194.34,-11.23,969.73,0.41,8.66
1928,19280,198.73,-16.11,976.07,0.41,8.95
1929,19290,205.57,-20.02,983.89,0.41,8.65
1930,19300,206.54,-18.07,965.33,0.42,8.91
1931,19310,202.15,-20.51,964.84,0.41,8.69
1932,19320,206.54,-6.35,963.87,0.42,9
1933,19330,211.43,-5.86,967.77,0.42,8.63
1934,19340,200.2,-18.07,984.86,0.42,8.97
1935,19350,211.43,-8.79,974.61,0.42,8.71
1936,19360,208.5,-18.07,968.75,0.42,8.94
1937,19370,206.05,-14.65,972.17,0.42,8.7
1938,19380,204.1,-9.28,965.82,0.42,8.98
1939,19390,220.21,-12.7,976.56,0.42,8.6
1940,19400,211.43,-5.86,968.75,0.42,8.84
1941,19410,212.89,-12.21,976.56,0.42,8.65
1942,19420,210.94,-14.65,980.47,0.42,8.87
1943,19430,211.91,-3.91,970.21,0.42,8.63
1944,19440,210.94,-15.14,953.12,0.42,8.93
1945,19450,212.89,-10.74,963.87,0.42,8.71
1946,19460,208.98,-19.04,976.07,0.42,8.87
1947,19470,205.08,-14.65,962.4,0.42,8.69
1948,19480,208.98,-5.86,985.35,0.42,8.89
1949,19490,206.05,-21.97,971.19,0.41,8.73
1950,19500,208.01,-3.42,977.05,0.41,9.01
1951,19510,210.94,-4.39,989.75,0.41,8.69
1952,19520,215.82,-15.63,981.45,0.41,8.92
1953,19530,211.43,-11.23,968.75,0.42,8.72
1954,19540,198.24,-4.39,978.03,0.42,8.83
1955,19550,206.05,-8.3,967.77,0.42,8.62
1956,19560,211.91,-9.28,970.21,0.43,8.9
1957,19570,202.64,-17.58,958.98,0.44,8.59
1958,19580,191.41,9.77,968.75,0.46,9.03
1959,19590,201.17,-4.88,977.05,0.47,8.69
1960,19600,205.57,-1.46,967.77,0.48,8.91
1961,19610,213.87,-16.11,971.19,0.5,8.59
1962,19620,211.43,-1.46,965.33,0.52,8.9
1963,19630,207.52,-16.6,966.8,0.53,8.69
1964,19640,212.4,-3.91,973.63,0.54,8.91
1965,19650,207.03,-9.77,971.19,0.55,8.69
1966,19660,208.01,-12.7,972.66,0.55,8.83
1967,19670,205.08,-22.46,971.19,0.55,8.69
1968,19680,222.66,-9.77,978.52,0.54,8.94
1969,19690,210.94,-12.21,963.38,0.53,8.69
1970,19700,224.12,-5.86,976.56,0.53,8.89
1971,19710,204.59,-6.84,972.66,0.52,8.61
1972,19720,210.45,-14.16,972.17,0.5,8.95
1973,19730,206.05,-3.42,972.17,0.49,8.63
1974,19740,201.66,-6.84,975.1,0.48,9.03
1975,19750,196.78,-21.48,967.77,0.47,8.68
1976,19760,192.87,-18.55,978.52,0.47,8.88
1977,19770,205.08,-6.84,985.84,0.46,8.69
1978,19780,218.26,-1.46,960.94,0.45,8.8
1979,19790,208.5,-14.65,972.66,0.45,8.68
1980,19800,209.96,-4.39,974.12,0.44,8.95
1981,19810,216.31,-15.63,963.87,0.44,8.56
1982,19820,211.91,-12.21,974.12,0.44,9.03
1983,19830,198.24,-8.3,970.21,0.44,8.7
1984,19840,209.47,-12.7,975.59,0.43,8.92
1985,19850,208.5,-8.3,976.07,0.43,8.72
1986,19860,208.01,-9.77,967.77,0.43,8.92
1987,19870,208.5,-10.74,962.89,0.43,8.69
1988,19880,211.43,-7.81,966.31,0.43,8.89
1989,19890,219.24,-23.44,970.7,0.43,8.72
1990,19900,189.94,-11.72,963.87,0.43,8.98
1991,19910,197.75,-12.21,981.45,0.43,8.82
1992,19920,206.05,-14.65,981.93,0.44,8.95
1993,19930,200.2,-12.7,974.61,0.44,8.69
1994,19940,205.57,-4.39,971.19,0.44,8.89
1995,19950,206.54,-3.91,974.61,0.44,8.75
1996,19960,207.52,-18.55,973.14,0.44,8.96
1997,19970,211.43,-16.6,964.84,0.44,8.71
1998,19980,219.73,-4.39,974.12,0.44,8.85
1999,19990,215.33,-12.7,981.93,0.44,8.71
2000,20000,217.29,-11.23,971.68,0.44,8.94
2001,20010,215.33,-11.72,968.26,0.44,8.7
2002,20020,205.08,-11.23,973.63,0.44,8.94
2003,20030,207.52,0.49,976.56,0.44,8.81
2004,20040,209.96,-7.81,967.77,0.44,8.97
2005,20050,209.47,-17.58,981.93,0.44,8.7
2006,20060,205.08,-6.84,972.66,0.43,9
2007,20070,199.22,-7.32,967.77,0.43,8.69
2008,20080,205.08,-5.37,963.87,0.43,8.95
2009,20090,223.14,-16.11,981.93,0.43,8.69
2010,20100,205.57,-8.3,961.91,0.43,9.05
2011,20110,215.82,-10.74,966.31,0.43,8.69
2012,20120,217.77,-11.23,969.24,0.42,9.01
2013,20130,197.27,2.44,973.63,0.42,8.69
2014,20140,199.22,-21.97,973.63,0.42,9.04
2015,20150,206.05,-14.16,967.29,0.42,8.8
