Var1,time,acc_x,acc_y,acc_z,pulse,eda
5213,52130,257.32,54.2,952.15,0.43,8.5
5214,52140,250.49,71.29,953.12,0.43,8.34
5215,52150,252.44,76.66,958.98,0.44,8.55
5216,52160,231.45,64.94,958.5,0.46,8.4
5217,52170,241.7,77.15,959.47,0.46,8.4
5218,52180,239.75,67.38,958.98,0.48,8.42
5219,52190,237.79,77.15,954.59,0.5,8.59
5220,52200,247.07,71.29,964.84,0.5,8.24
5221,52210,243.65,56.15,941.89,0.51,8.44
5222,52220,256.84,67.38,954.59,0.52,8.56
5223,52230,244.63,56.15,967.77,0.52,8.38
5224,52240,241.7,65.43,953.61,0.53,8.25
5225,52250,243.16,62.01,962.4,0.53,8.57
5226,52260,236.82,67.38,951.17,0.52,8.53
5227,52270,237.3,61.52,957.52,0.52,8.4
5228,52280,248.05,69.82,958.5,0.51,8.26
5229,52290,253.91,71.78,957.03,0.5,8.65
5230,52300,241.7,59.08,962.4,0.48,8.48
5231,52310,248.54,58.59,954.1,0.48,8.35
5232,52320,245.12,61.52,966.8,0.46,8.4
5233,52330,251.46,77.64,955.08,0.45,8.54
5234,52340,245.61,74.71,959.47,0.45,8.42
5235,52350,241.21,65.92,954.59,0.43,8.49
5236,52360,246.09,65.92,962.89,0.43,8.48
5237,52370,257.32,70.31,956.54,0.43,8.44
5238,52380,251.95,70.31,953.12,0.42,8.31
5239,52390,243.65,65.43,958.5,0.41,8.52
5240,52400,248.05,71.29,964.36,0.41,8.56
5241,52410,231.93,52.73,950.2,0.41,8.33
5242,52420,240.23,62.01,960.94,0.4,8.48
5243,52430,244.63,66.41,957.52,0.41,8.58
5244,52440,238.28,61.52,956.54,0.41,8.36
5245,52450,250,61.52,953.61,0.41,8.5
5246,52460,246.58,77.15,966.8,0.42,8.59
5247,52470,246.58,70.8,960.45,0.43,8.56
5248,52480,246.09,64.45,962.89,0.43,8.47
5249,52490,257.81,60.55,963.38,0.43,8.48
5250,52500,249.02,64.94,958.5,0.44,8.53
5251,52510,250,55.66,966.8,0.44,8.97
5252,52520,255.86,68.85,945.8,0.44,8.41
5253,52530,242.19,65.43,950.2,0.45,8.54
5254,52540,244.63,68.36,966.31,0.44,8.29
5255,52550,244.14,62.5,958.98,0.44,8.43
5256,52560,238.28,49.32,957.52,0.45,8.53
5257,52570,258.3,73.73,968.26,0.44,8.44
5258,52580,242.68,67.87,968.26,0.44,8.31
5259,52590,245.12,69.34,953.12,0.44,8.56
5260,52600,235.84,70.8,953.61,0.43,8.34
5261,52610,253.91,59.08,971.19,0.43,8.69
5262,52620,254.88,63.96,965.82,0.43,8.49
5263,52630,247.07,72.27,951.66,0.42,8.36
5264,52640,252.93,62.5,956.05,0.42,8.56
5265,52650,239.75,62.5,962.89,0.42,8.61
5266,52660,245.61,63.96,959.47,0.42,8.39
5267,52670,238.77,63.96,965.82,0.41,8.62
5268,52680,243.16,68.36,950.68,0.42,8.4
5269,52690,245.61,66.89,959.47,0.42,8.5
5270,52700,246.09,80.57,947.75,0.41,8.55
5271,52710,251.46,69.34,957.03,0.41,8.38
5272,52720,250.98,55.66,958.01,0.42,8.53
5273,52730,249.02,61.52,952.15,0.41,8.33
5274,52740,246.09,69.34,966.31,0.41,8.39
5275,52750,247.56,62.5,966.31,0.41,8.5
5276,52760,258.79,65.92,957.52,0.41,8.37
5277,52770,253.42,61.52,955.57,0.41,8.67
5278,52780,243.65,64.94,957.03,0.41,8.43
5279,52790,229,70.8,948.73,0.42,8.36
5280,52800,242.19,71.29,952.64,0.42,8.41
5281,52810,251.95,66.89,964.36,0.42,8.4
5282,52820,249.02,63.48,959.96,0.41,8.51
5283,52830,239.75,49.8,961.91,0.41,8.41
5284,52840,246.09,71.29,948.24,0.42,8.33
5285,52850,240.23,78.61,952.15,0.41,8.56
5286,52860,257.81,51.76,953.61,0.42,8.47
5287,52870,256.35,74.71,947.27,0.42,8.4
5288,52880,244.63,67.38,956.05,0.43,8.58
5289,52890,246.58,59.57,959.96,0.43,8.45
5290,52900,234.37,56.64,966.8,0.44,8.22
5291,52910,240.23,74.71,966.31,0.45,8.56
5292,52920,250.98,71.78,961.43,0.46,8.29
5293,52930,249.02,63.48,955.08,0.48,8.48
5294,52940,250.49,64.94,950.68,0.49,8.49
5295,52950,238.77,60.55,960.94,0.5,8.5
5296,52960,241.21,57.62,946.78,0.52,8.54
5297,52970,246.58,59.08,955.57,0.53,8.41
5298,52980,250,68.36,960.94,0.53,8.51
5299,52990,247.07,63.96,942.87,0.54,8.4
5300,53000,242.68,64.94,955.57,0.54,8.5
5301,53010,248.05,54.69,956.54,0.53,8.51
5302,53020,239.75,69.82,956.05,0.53,8.4
5303,53030,247.07,77.15,948.24,0.52,8.59
5304,53040,240.72,52.25,955.08,0.5,8.5
5305,53050,246.58,68.36,950.2,0.49,8.69
5306,53060,247.56,65.43,956.54,0.48,8.47
5307,53070,243.16,62.99,965.33,0.47,8.54
5308,53080,241.21,69.34,958.01,0.46,8.57
5309,53090,250.49,65.92,961.91,0.45,8.44
5310,53100,240.23,62.99,960.45,0.44,8.39
5311,53110,256.35,61.52,951.17,0.43,8.6
5312,53120,245.12,67.87,956.05,0.43,8.3
5313,53130,253.91,63.96,947.75,0.42,8.68
5314,53140,247.07,65.92,961.91,0.41,8.31
5315,53150,241.7,56.15,959.96,0.41,8.41
5316,53160,244.63,76.17,960.94,0.41,8.59
5317,53170,249.51,76.66,959.47,0.41,8.5
5318,53180,245.12,73.24,967.29,0.41,8.39
5319,53190,234.86,62.5,956.54,0.41,8.68
5320,53200,242.19,78.61,954.1,0.41,8.5
5321,53210,245.61,58.59,963.87,0.42,8.39
5322,53220,248.05,74.22,950.68,0.42,8.54
5323,53230,237.79,65.92,965.33,0.43,8.48
5324,53240,254.88,70.8,953.12,0.43,8.5
5325,53250,250,78.61,958.98,0.43,8.5
5326,53260,255.37,64.45,970.21,0.44,8.45
5327,53270,241.21,66.89,949.71,0.44,8.63
5328,53280,247.07,69.82,952.15,0.44,8.41
5329,53290,258.3,59.08,956.05,0.45,8.69
5330,53300,245.61,64.94,951.17,0.45,8.51
5331,53310,242.19,69.82,964.36,0.45,8.48
5332,53320,239.75,67.38,950.68,0.45,8.6
5333,53330,246.58,64.94,975.59,0.45,8.4
5334,53340,239.75,62.01,953.61,0.45,8.59
5335,53350,243.16,69.34,966.31,0.44,8.44
5336,53360,249.51,69.82,952.64,0.44,8.5
5337,53370,244.63,73.24,952.15,0.44,8.59
5338,53380,243.65,63.48,950.2,0.43,8.47
5339,53390,251.46,60.06,951.66,0.43,8.62
5340,53400,241.7,64.45,961.91,0.43,8.37
5341,53410,252.44,63.48,953.12,0.42,8.65
5342,53420,239.26,60.55,950.68,0.42,8.41
5343,53430,235.84,53.71,957.03,0.42,8.61
5344,53440,248.05,67.87,952.15,0.42,8.32
5345,53450,242.19,69.82,958.5,0.41,8.5
5346,53460,246.58,44.92,957.03,0.42,8.48
5347,53470,250.49,72.27,962.89,0.41,8.4
5348,53480,248.05,63.96,949.71,0.41,8.54
5349,53490,248.05,64.45,954.59,0.42,8.36
5350,53500,258.79,68.85,944.82,0.41,8.5
5351,53510,245.61,73.73,958.01,0.41,8.4
5352,53520,229.98,65.43,961.91,0.41,8.39
5353,53530,237.79,68.85,955.08,0.41,8.4
5354,53540,240.72,73.73,964.84,0.41,8.6
5355,53550,239.75,77.15,955.08,0.41,8.42
5356,53560,240.23,66.41,969.24,0.41,8.62
5357,53570,243.65,64.94,956.54,0.41,8.53
5358,53580,250,63.48,968.26,0.41,8.58
5359,53590,235.35,70.31,955.08,0.42,8.39
5360,53600,238.28,59.57,950.68,0.42,8.51
5361,53610,247.56,70.8,951.17,0.42,8.43
5362,53620,236.33,62.01,948.24,0.42,8.5
5363,53630,234.86,60.55,954.1,0.42,8.42
5364,53640,250.98,49.32,958.98,0.43,8.37
5365,53650,242.19,71.78,961.91,0.43,8.44
5366,53660,252.93,71.78,958.01,0.43,8.59
5367,53670,237.3,76.66,959.96,0.43,8.5
5368,53680,250,67.38,959.96,0.45,8.42
5369,53690,252.93,79.1,950.2,0.45,8.16
5370,53700,245.61,61.52,954.1,0.46,8.56
5371,53710,251.95,69.34,956.54,0.47,8.48
5372,53720,247.56,64.94,967.77,0.48,8.58
5373,53730,243.65,74.22,954.1,0.49,8.39
5374,53740,252.44,62.99,951.66,0.51,8.59
5375,53750,248.05,62.5,965.82,0.51,8.39
5376,53760,242.68,57.13,945.8,0.52,8.59
5377,53770,252.93,69.34,953.61,0.52,8.47
5378,53780,243.16,49.8,953.12,0.51,8.53
5379,53790,240.23,62.5,955.57,0.51,8.4
5380,53800,247.56,71.29,963.87,0.51,8.5
5381,53810,240.72,70.8,958.98,0.5,8.44
5382,53820,250.98,74.22,958.01,0.48,8.49
5383,53830,253.91,62.99,951.17,0.48,8.51
5384,53840,245.61,71.78,955.57,0.47,8.42
5385,53850,245.12,77.15,954.59,0.45,8.66
5386,53860,259.77,71.78,957.03,0.44,8.39
5387,53870,246.58,59.57,951.66,0.44,8.69
5388,53880,245.12,67.38,951.66,0.42,8.49
5389,53890,236.82,69.34,955.57,0.42,8.6
5390,53900,244.14,71.29,956.05,0.42,8.47
5391,53910,256.35,66.41,955.08,0.41,8.71
5392,53920,251.46,65.92,961.91,0.41,8.43
5393,53930,249.02,66.41,955.08,0.41,8.61
5394,53940,242.68,65.92,970.21,0.41,8.33
5395,53950,244.14,65.92,949.71,0.41,8.58
5396,53960,240.72,69.34,965.82,0.41,8.21
5397,53970,249.02,61.04,955.08,0.41,8.65
5398,53980,251.95,66.41,949.22,0.41,8.34
5399,53990,252.44,62.01,960.94,0.42,8.69
5400,54000,240.23,78.61,956.54,0.42,8.32
5401,54010,247.07,81.54,958.98,0.42,8.65
5402,54020,249.51,66.41,952.64,0.43,8.39
5403,54030,243.16,60.55,958.01,0.43,8.65
5404,54040,251.46,73.24,955.57,0.43,8.51
5405,54050,259.77,72.27,956.54,0.43,8.51
5406,54060,239.75,83.01,966.8,0.43,8.56
5407,54070,252.44,65.43,971.19,0.43,8.4
5408,54080,244.63,66.41,950.2,0.43,8.56
5409,54090,245.12,62.5,950.2,0.43,8.47
5410,54100,256.35,57.62,954.1,0.43,8.5
5411,54110,250.98,63.96,962.4,0.43,8.58
5412,54120,256.84,77.64,955.08,0.43,8.47
5413,54130,264.16,68.85,958.5,0.42,8.56
5414,54140,240.23,71.78,953.61,0.42,8.48
5415,54150,246.09,68.36,959.96,0.43,8.39
5416,54160,254.39,58.59,963.87,0.42,8.54
5417,54170,261.72,62.99,951.66,0.42,8.51
5418,54180,246.09,76.17,940.92,0.42,8.36
5419,54190,251.46,60.06,947.75,0.41,8.61
5420,54200,249.51,65.43,956.54,0.41,8.48
5421,54210,236.82,77.64,958.98,0.41,8.34
5422,54220,254.39,73.73,963.38,0.41,8.58
5423,54230,246.09,67.38,949.22,0.41,8.42
5424,54240,255.86,62.01,952.64,0.41,8.26
5425,54250,241.21,75.2,945.31,0.41,8.58
5426,54260,244.63,62.99,958.98,0.41,8.49
5427,54270,240.23,62.01,954.59,0.41,8.4
5428,54280,254.88,46.39,969.73,0.41,8.47
5429,54290,252.93,64.94,957.52,0.41,8.5
5430,54300,237.3,71.78,956.54,0.41,8.3
5431,54310,245.12,59.57,962.4,0.41,8.6
5432,54320,252.93,59.08,965.33,0.41,8.4
5433,54330,249.02,63.48,964.84,0.41,8.42
5434,54340,240.23,62.99,956.54,0.41,8.39
5435,54350,260.25,67.38,958.01,0.41,8.6
5436,54360,244.63,54.69,959.96,0.41,8.51
5437,54370,247.07,55.18,954.59,0.41,8.46
5438,54380,250.49,69.82,944.82,0.41,8.44
5439,54390,239.26,62.01,954.1,0.42,8.48
5440,54400,252.44,64.94,949.22,0.41,8.4
5441,54410,249.51,67.38,949.22,0.41,8.65
5442,54420,249.02,64.94,960.94,0.41,8.5
5443,54430,250,64.94,953.12,0.42,8.37
5444,54440,256.84,79.1,951.17,0.42,8.5
5445,54450,240.23,72.27,954.1,0.42,8.51
5446,54460,241.21,68.85,955.57,0.43,8.3
5447,54470,254.39,77.15,963.87,0.44,8.65
5448,54480,249.51,65.92,957.52,0.45,8.48
5449,54490,255.37,71.78,960.94,0.46,8.4
5450,54500,258.3,65.43,946.29,0.46,8.5
5451,54510,246.09,57.62,947.75,0.47,8.39
5452,54520,235.35,55.18,947.75,0.48,8.26
5453,54530,245.12,62.5,966.31,0.49,8.64
5454,54540,234.86,66.89,957.03,0.49,8.3
5455,54550,230.96,64.94,946.78,0.5,8.42
5456,54560,238.28,72.27,949.71,0.49,8.44
5457,54570,250,55.66,957.03,0.49,8.25
5458,54580,245.61,64.45,958.98,0.48,8.29
5459,54590,245.61,59.08,951.66,0.48,8.69
5460,54600,253.42,67.38,956.54,0.47,8.37
5461,54610,246.09,63.48,954.1,0.47,8.59
5462,54620,247.07,67.87,961.91,0.45,8.5
5463,54630,236.82,61.04,955.57,0.45,8.4
5464,54640,247.56,67.87,958.98,0.44,8.51
5465,54650,238.77,68.85,951.66,0.43,8.35
5466,54660,253.42,62.01,946.78,0.42,8.56
5467,54670,243.65,57.62,956.05,0.42,8.49
5468,54680,247.07,72.27,954.1,0.41,8.27
5469,54690,242.19,67.87,955.57,0.41,8.46
5470,54700,256.84,60.55,958.01,0.41,8.22
5471,54710,249.02,75.2,950.68,0.41,8.52
5472,54720,251.46,61.52,944.82,0.4,8.33
5473,54730,234.86,70.8,953.12,0.4,8.47
5474,54740,246.09,72.75,955.57,0.41,8.43
5475,54750,233.4,64.94,950.68,0.4,8.61
5476,54760,243.16,64.45,963.87,0.41,8.58
5477,54770,256.35,72.27,957.03,0.42,8.5
5478,54780,246.09,64.94,946.78,0.42,8.21
5479,54790,253.91,52.25,960.45,0.42,8.4
5480,54800,251.46,70.31,957.52,0.43,8.38
5481,54810,262.21,58.59,960.45,0.43,8.5
5482,54820,237.79,70.31,955.08,0.43,8.31
5483,54830,241.7,53.71,964.36,0.44,8.59
5484,54840,236.82,67.87,961.43,0.44,8.39
5485,54850,252.93,79.1,964.84,0.44,8.33
5486,54860,241.21,68.85,950.68,0.44,8.48
5487,54870,258.79,53.71,952.64,0.44,8.32
5488,54880,240.23,70.31,963.38,0.44,8.3
5489,54890,248.54,68.85,956.762178603455,0.44,8.67
5490,54900,238.77,72.27,954.59,0.43,8.49
5491,54910,262.7,59.57,963.38,0.43,8.42
5492,54920,257.81,68.36,966.8,0.43,8.48
5493,54930,237.3,54.2,948.24,0.43,8.51
5494,54940,255.86,71.78,952.64,0.42,8.37
5495,54950,257.32,72.75,956.54,0.42,8.57
5496,54960,250.98,70.31,955.57,0.42,8.4
5497,54970,241.21,61.52,959.96,0.42,8.44
5498,54980,253.91,55.66,961.91,0.41,8.31
5499,54990,251.46,68.36,960.45,0.42,8.56
5500,55000,250,67.38,958.98,0.42,8.5
5501,55010,247.56,67.38,957.03,0.41,8.34
5502,55020,243.16,57.13,956.05,0.41,8.56
5503,55030,253.42,71.29,965.82,0.41,8.59
5504,55040,250.98,68.36,959.47,0.41,8.4
5505,55050,243.16,65.92,948.73,0.41,8.48
5506,55060,251.95,69.82,956.54,0.41,8.46
5507,55070,235.84,70.31,947.75,0.41,8.34
5508,55080,250.98,62.99,961.91,0.42,8.4
5509,55090,254.88,70.8,948.24,0.41,8.59
5510,55100,251.95,66.89,949.22,0.42,8.36
5511,55110,245.12,77.15,965.33,0.42,8.36
5512,55120,258.3,69.82,958.5,0.42,8.5
5513,55130,252.44,67.87,962.4,0.42,8.3
5514,55140,241.7,60.55,964.36,0.42,8.26
5515,55150,238.28,65.92,953.61,0.42,8.59
5516,55160,252.44,77.64,960.45,0.42,8.64
5517,55170,239.75,74.22,959.47,0.43,8.44
5518,55180,244.14,69.82,951.66,0.42,8.39
5519,55190,256.35,54.69,959.96,0.43,8.58
5520,55200,254.39,68.36,958.5,0.44,8.3
5521,55210,250,61.52,956.764101965148,0.44,8.47
5522,55220,250.49,69.34,954.1,0.45,8.42
5523,55230,254.88,61.52,969.73,0.46,8.52
5524,55240,245.12,60.55,953.12,0.47,8.32
5525,55250,240.23,59.57,954.59,0.48,8.4
5526,55260,238.28,72.75,950.68,0.49,8.59
5527,55270,256.84,63.48,972.66,0.5,8.4
5528,55280,248.05,59.08,948.24,0.5,8.38
5529,55290,249.02,59.08,951.66,0.5,8.59
5530,55300,249.02,78.12,959.96,0.51,8.48
5531,55310,242.19,66.89,950.68,0.5,8.39
5532,55320,245.61,67.87,965.82,0.5,8.51
5533,55330,247.56,62.99,951.17,0.49,8.51
5534,55340,244.63,72.27,960.94,0.48,8.29
5535,55350,246.58,73.24,948.24,0.48,8.59
5536,55360,261.23,70.31,960.45,0.47,8.5
5537,55370,252.93,61.04,956.05,0.46,8.37
5538,55380,243.65,64.94,962.4,0.45,8.48
5539,55390,246.09,72.75,969.24,0.45,8.55
5540,55400,238.28,66.41,964.84,0.44,8.46
5541,55410,253.42,66.89,953.12,0.43,8.43
5542,55420,237.3,65.92,954.1,0.43,8.55
5543,55430,246.09,69.82,965.82,0.42,8.43
5544,55440,245.12,67.87,954.1,0.42,8.5
5545,55450,237.3,69.34,950.68,0.42,8.55
5546,55460,233.4,62.99,957.52,0.41,8.38
5547,55470,255.86,76.66,953.12,0.41,8.53
5548,55480,236.82,64.94,966.8,0.41,8.54
5549,55490,249.02,74.71,951.17,0.41,8.46
5550,55500,245.12,66.41,955.08,0.41,8.44
5551,55510,250.98,65.92,953.12,0.42,8.62
5552,55520,244.63,50.29,959.96,0.42,8.56
5553,55530,255.86,73.73,959.96,0.42,8.44
5554,55540,252.93,72.75,956.54,0.43,8.59
5555,55550,254.88,58.59,965.33,0.43,8.5
5556,55560,240.72,76.17,951.66,0.43,8.63
5557,55570,251.46,55.66,963.38,0.44,8.58
5558,55580,244.63,66.89,958.98,0.44,8.5
5559,55590,238.28,64.45,961.91,0.44,8.66
5560,55600,237.79,50.78,955.57,0.44,8.42
5561,55610,233.89,49.32,956.05,0.45,8.69
5562,55620,256.84,68.85,955.57,0.44,8.62
5563,55630,255.37,74.22,954.1,0.44,8.48
5564,55640,237.3,69.82,952.64,0.44,8.65
5565,55650,236.33,70.8,950.2,0.44,8.5
5566,55660,246.58,61.52,958.5,0.43,8.64
5567,55670,240.72,86.43,955.08,0.44,8.51
5568,55680,236.33,58.59,945.31,0.43,8.5
5569,55690,252.44,61.04,962.4,0.43,8.73
5570,55700,243.65,79.59,955.08,0.43,8.46
5571,55710,241.7,71.78,952.64,0.42,8.53
5572,55720,244.63,75.2,973.63,0.42,8.65
5573,55730,249.02,62.99,953.12,0.42,8.53
5574,55740,253.91,68.85,955.08,0.41,8.5
5575,55750,259.77,68.85,956.54,0.41,8.61
5576,55760,231.93,61.04,946.29,0.42,8.54
5577,55770,256.35,71.29,952.64,0.42,8.59
5578,55780,246.09,65.92,963.38,0.42,8.69
5579,55790,246.09,65.92,958.5,0.42,8.51
5580,55800,244.14,54.69,962.89,0.42,8.6
5581,55810,244.14,73.73,955.08,0.42,8.71
5582,55820,238.28,69.34,958.01,0.43,8.59
5583,55830,236.82,63.48,960.45,0.43,8.62
5584,55840,250.49,62.99,951.66,0.42,8.75
5585,55850,246.09,66.41,957.03,0.43,8.56
5586,55860,242.19,79.59,958.98,0.43,8.56
5587,55870,250.98,69.82,965.33,0.42,8.81
5588,55880,233.4,63.48,956.54,0.43,8.63
5589,55890,247.07,64.45,954.1,0.43,8.78
5590,55900,251.46,65.43,955.08,0.42,8.7
5591,55910,231.45,57.62,956.05,0.43,8.6
5592,55920,242.68,63.96,956.05,0.43,8.69
5593,55930,250.98,73.24,958.98,0.43,8.71
5594,55940,247.56,61.04,958.01,0.43,8.5
5595,55950,257.32,67.87,951.17,0.43,8.84
5596,55960,242.68,75.68,954.59,0.43,8.58
5597,55970,255.86,76.66,963.87,0.44,8.82
5598,55980,235.84,64.45,956.54,0.45,8.83
5599,55990,252.44,70.31,960.45,0.46,8.69
5600,56000,243.16,63.96,959.47,0.47,8.87
5601,56010,248.05,65.92,960.94,0.48,8.69
5602,56020,248.05,54.2,970.21,0.49,8.87
5603,56030,251.95,55.18,954.59,0.5,8.89
5604,56040,240.23,62.5,957.03,0.51,8.69
5605,56050,255.37,64.45,960.45,0.51,8.88
5606,56060,231.45,62.01,945.8,0.51,8.69
5607,56070,245.12,64.45,951.66,0.51,8.89
5608,56080,238.77,62.5,960.94,0.51,8.69
5609,56090,250.98,58.11,959.47,0.51,8.9
5610,56100,248.54,68.36,965.82,0.51,8.86
5611,56110,249.02,61.52,953.61,0.5,8.61
5612,56120,246.09,61.52,959.96,0.49,8.78
5613,56130,250.98,69.34,954.1,0.49,8.89
5614,56140,250,63.48,955.08,0.48,8.83
5615,56150,233.89,69.82,966.31,0.47,8.93
5616,56160,251.46,54.69,968.75,0.46,8.76
5617,56170,239.75,56.15,967.77,0.45,8.92
5618,56180,250.49,63.48,954.59,0.44,8.89
5619,56190,255.86,72.27,961.43,0.44,8.81
5620,56200,235.84,62.99,962.4,0.43,8.89
5621,56210,249.51,73.24,968.75,0.43,8.87
5622,56220,245.61,64.45,956.766025540525,0.43,8.94
5623,56230,235.35,65.43,967.29,0.43,8.89
5624,56240,258.79,70.31,950.2,0.43,8.88
5625,56250,245.12,54.2,952.64,0.43,8.98
5626,56260,238.28,61.52,955.57,0.43,8.79
5627,56270,251.95,67.87,960.45,0.43,9.08
5628,56280,241.21,63.96,955.08,0.43,8.83
5629,56290,236.33,50.29,956.05,0.44,8.95
5630,56300,250.49,65.92,952.15,0.44,8.89
5631,56310,236.82,63.96,960.45,0.44,8.83
5632,56320,245.61,64.45,966.31,0.45,9.02
5633,56330,250.49,68.85,962.4,0.45,8.89
5634,56340,231.93,75.68,956.54,0.45,8.98
5635,56350,241.7,76.17,956.05,0.46,8.93
5636,56360,250.49,61.52,958.98,0.46,8.69
5637,56370,234.86,64.45,955.08,0.46,9.02
5638,56380,249.51,76.66,958.5,0.46,8.78
5639,56390,244.14,52.73,953.12,0.45,9
5640,56400,246.58,69.34,955.57,0.45,8.86
5641,56410,248.05,63.48,949.71,0.45,9.1
5642,56420,241.7,62.5,960.94,0.44,8.98
5643,56430,244.14,61.04,953.12,0.44,8.89
5644,56440,249.51,57.13,961.91,0.43,9.01
5645,56450,233.4,69.34,957.52,0.43,8.95
5646,56460,249.51,55.18,960.94,0.43,8.89
5647,56470,246.58,54.2,959.47,0.43,8.87
5648,56480,258.79,59.57,959.47,0.43,8.78
5649,56490,234.37,53.71,954.59,0.43,9
5650,56500,248.54,78.12,953.61,0.44,8.95
5651,56510,242.68,74.22,957.52,0.43,8.89
5652,56520,252.44,69.82,953.61,0.43,8.95
5653,56530,255.37,62.5,951.66,0.43,8.92
5654,56540,264.16,62.5,947.27,0.43,8.9
5655,56550,254.88,61.52,957.52,0.43,8.89
5656,56560,252.44,78.12,952.64,0.43,8.8
5657,56570,252.44,70.8,955.57,0.43,9.08
5658,56580,258.79,72.27,944.82,0.43,8.97
5659,56590,246.58,72.75,960.45,0.43,9.08
5660,56600,244.63,61.52,956.54,0.43,9.08
5661,56610,242.68,56.15,951.17,0.43,8.89
5662,56620,243.65,65.92,958.01,0.43,8.98
5663,56630,236.33,80.57,952.64,0.43,9.09
5664,56640,270.02,70.8,956.05,0.43,8.92
5665,56650,254.88,70.8,959.47,0.43,9.01
5666,56660,255.37,62.5,945.31,0.44,9.05
5667,56670,232.91,62.5,961.43,0.43,8.92
5668,56680,258.3,64.45,944.34,0.43,9.01
5669,56690,250.98,65.43,951.17,0.44,8.98
5670,56700,254.88,66.89,955.57,0.43,8.9
5671,56710,233.4,67.38,958.01,0.43,9.12
5672,56720,243.65,55.18,968.26,0.44,8.89
5673,56730,239.75,62.01,953.12,0.44,9.08
5674,56740,256.35,66.89,959.47,0.44,9.06
5675,56750,246.58,55.18,952.64,0.45,9.03
5676,56760,242.19,63.96,960.94,0.46,9.12
5677,56770,251.46,68.85,957.03,0.46,8.95
5678,56780,253.42,61.52,960.45,0.47,8.95
5679,56790,246.58,62.99,966.8,0.49,9.12
5680,56800,238.28,66.89,957.52,0.5,8.89
5681,56810,241.7,66.89,962.4,0.51,9.05
5682,56820,246.58,68.36,959.47,0.53,8.99
5683,56830,249.51,73.24,956.05,0.53,8.89
5684,56840,239.75,69.82,950.2,0.54,9.11
5685,56850,246.09,60.06,961.43,0.54,9.08
5686,56860,261.23,78.12,963.87,0.54,8.95
5687,56870,250.49,66.89,949.22,0.53,9.17
5688,56880,257.81,70.31,952.64,0.53,9.18
5689,56890,249.02,63.48,951.66,0.52,8.95
5690,56900,250,70.8,957.03,0.51,9.19
5691,56910,237.79,78.12,947.75,0.5,8.98
5692,56920,247.07,68.36,948.24,0.48,8.91
5693,56930,251.95,82.52,946.78,0.48,9.24
5694,56940,251.95,60.06,956.763337619798,0.47,9.02
5695,56950,239.75,61.52,955.08,0.46,8.95
5696,56960,258.3,52.73,955.57,0.45,9.08
5697,56970,243.65,68.36,961.91,0.45,8.96
5698,56980,256.35,53.71,954.1,0.44,8.9
5699,56990,237.3,69.34,940.43,0.43,9.05
5700,57000,252.93,51.76,953.12,0.43,8.89
5701,57010,255.86,57.62,954.1,0.43,9.14
5702,57020,241.21,57.13,948.24,0.43,9.01
5703,57030,242.68,71.29,966.31,0.43,8.95
5704,57040,244.63,58.59,954.1,0.43,9.11
5705,57050,262.7,63.48,954.59,0.43,8.93
5706,57060,241.7,61.04,949.71,0.43,9.11
5707,57070,245.61,64.94,952.64,0.44,9.08
5708,57080,247.56,59.08,946.29,0.43,8.95
5709,57090,247.07,73.73,959.96,0.44,9.08
5710,57100,234.86,73.73,952.15,0.44,8.91
5711,57110,259.28,79.1,958.98,0.45,9.15
5712,57120,251.95,61.04,957.03,0.45,9.01
5713,57130,252.93,64.45,959.96,0.46,8.92
5714,57140,256.84,73.24,954.1,0.46,9.15
5715,57150,240.72,67.38,955.57,0.46,8.92
5716,57160,235.84,65.43,949.71,0.46,8.99
5717,57170,255.86,61.52,963.87,0.46,9.47
5718,57180,251.46,62.01,962.89,0.46,8.87
5719,57190,242.68,66.89,957.52,0.46,9.16
5720,57200,229.49,62.5,962.4,0.46,8.99
5721,57210,250,72.27,954.1,0.45,8.89
5722,57220,248.54,53.22,958.98,0.45,9.04
5723,57230,244.14,69.34,960.45,0.45,9
5724,57240,237.3,72.75,955.08,0.44,8.87
5725,57250,248.54,58.59,956.05,0.45,9.08
5726,57260,249.51,55.18,947.75,0.44,8.95
5727,57270,244.63,62.99,970.21,0.44,9
5728,57280,243.65,66.89,955.08,0.44,8.99
5729,57290,249.51,69.34,950.68,0.44,8.98
5730,57300,247.07,63.96,953.61,0.44,8.83
5731,57310,261.23,71.78,956.05,0.44,9.14
5732,57320,248.05,73.73,952.15,0.44,8.79
5733,57330,239.75,85.94,967.77,0.44,8.85
5734,57340,253.42,62.99,946.78,0.44,9.09
5735,57350,246.58,73.24,958.5,0.44,8.9
5736,57360,254.39,60.55,954.1,0.44,8.91
5737,57370,237.3,68.36,966.8,0.44,9.19
5738,57380,252.93,62.01,953.12,0.44,9.01
5739,57390,255.37,73.24,956.05,0.44,8.91
5740,57400,257.32,62.99,952.64,0.44,8.99
5741,57410,245.61,64.94,955.57,0.44,8.99
5742,57420,242.68,75.2,959.96,0.44,8.89
5743,57430,247.56,46.39,950.2,0.44,9.03
5744,57440,255.37,52.25,959.96,0.44,8.8
5745,57450,258.3,57.13,963.38,0.44,8.89
5746,57460,239.75,69.82,963.87,0.44,9
5747,57470,264.16,57.62,962.4,0.44,8.83
5748,57480,256.84,80.57,947.27,0.44,8.98
5749,57490,247.56,55.66,956.05,0.44,8.97
5750,57500,249.51,64.45,954.1,0.45,8.91
