Var1,time,acc_x,acc_y,acc_z,pulse,eda
1754,17540,222.66,70.31,951.66,0.45,8.67
1755,17550,242.19,44.43,970.7,0.46,8.51
1756,17560,248.05,62.01,949.71,0.46,8.47
1757,17570,257.81,55.18,955.57,0.46,8.64
1758,17580,244.63,64.45,942.38,0.46,8.59
1759,17590,241.7,64.94,949.22,0.46,8.85
1760,17600,237.3,72.75,946.78,0.46,8.44
1761,17610,246.09,64.94,954.1,0.45,8.8
1762,17620,244.63,65.43,952.15,0.45,8.5
1763,17630,250.98,66.89,966.8,0.45,8.81
1764,17640,231.93,65.92,963.87,0.44,8.5
1765,17650,243.65,60.55,957.03,0.44,8.7
1766,17660,232.42,66.89,959.96,0.43,8.67
1767,17670,235.84,64.94,955.08,0.42,8.59
1768,17680,242.19,64.94,956.05,0.42,8.65
1769,17690,249.02,62.99,956.54,0.42,8.62
1770,17700,245.12,66.41,956.05,0.42,8.56
1771,17710,247.56,61.04,952.15,0.42,8.77
1772,17720,246.58,70.8,964.84,0.42,8.42
1773,17730,244.14,70.8,950.68,0.41,8.78
1774,17740,234.37,61.52,950.2,0.41,8.49
1775,17750,244.63,62.5,945.31,0.42,8.6
1776,17760,254.39,65.92,961.91,0.41,8.5
1777,17770,254.39,59.57,960.45,0.42,8.62
1778,17780,246.58,54.2,953.61,0.42,8.67
1779,17790,256.35,61.04,959.47,0.42,8.59
1780,17800,240.23,56.64,950.68,0.43,8.5
1781,17810,244.63,63.96,963.87,0.43,8.78
1782,17820,245.61,67.38,958.5,0.43,8.45
1783,17830,244.63,66.41,954.59,0.43,8.71
1784,17840,248.05,74.71,956.54,0.44,8.45
1785,17850,245.61,68.36,948.73,0.44,8.6
1786,17860,252.44,61.52,967.29,0.44,8.58
1787,17870,236.82,61.52,959.47,0.44,8.51
1788,17880,233.89,62.99,952.64,0.43,8.61
1789,17890,247.07,61.52,943.85,0.43,8.46
1790,17900,234.86,65.43,952.15,0.43,8.5
1791,17910,240.72,61.04,964.84,0.43,8.75
1792,17920,242.68,58.11,957.03,0.43,8.42
1793,17930,243.65,62.99,958.01,0.43,8.7
1794,17940,248.05,47.85,951.17,0.43,8.62
1795,17950,243.16,65.92,959.47,0.43,8.51
1796,17960,264.65,57.62,945.31,0.44,8.6
1797,17970,250,73.24,964.36,0.45,8.83
1798,17980,253.91,63.48,953.61,0.45,8.39
1799,17990,238.28,54.69,957.52,0.46,8.69
1800,18000,254.88,68.36,961.91,0.48,8.62
1801,18010,248.05,66.89,953.12,0.49,8.54
1802,18020,249.02,60.06,965.82,0.5,8.5
1803,18030,238.28,69.82,959.47,0.51,8.78
1804,18040,241.7,57.62,965.82,0.52,8.58
1805,18050,240.23,69.34,947.27,0.52,8.47
1806,18060,244.14,62.01,970.21,0.53,8.59
1807,18070,236.33,69.34,971.68,0.52,8.71
1808,18080,239.26,74.71,955.57,0.52,8.44
1809,18090,245.61,60.55,949.22,0.51,8.65
1810,18100,243.16,66.89,963.38,0.5,8.57
1811,18110,235.84,57.13,965.82,0.49,8.56
1812,18120,243.65,59.57,955.08,0.48,8.58
1813,18130,242.19,56.15,950.68,0.47,8.63
1814,18140,246.58,58.11,955.08,0.46,8.55
1815,18150,249.51,70.8,965.33,0.45,8.73
1816,18160,236.82,60.55,968.75,0.44,8.44
1817,18170,227.54,63.96,950.2,0.43,8.72
1818,18180,246.58,51.76,941.41,0.43,8.45
1819,18190,244.63,63.96,946.78,0.42,8.73
1820,18200,240.23,60.06,957.52,0.42,8.44
1821,18210,239.75,58.11,952.15,0.42,8.7
1822,18220,251.46,69.34,958.5,0.42,8.44
1823,18230,248.54,72.75,951.17,0.41,8.62
1824,18240,252.44,69.34,948.24,0.41,8.45
1825,18250,237.79,65.92,956.05,0.42,8.72
1826,18260,244.63,55.18,961.91,0.42,8.38
1827,18270,226.56,67.87,954.59,0.42,8.69
1828,18280,248.54,73.24,950.68,0.43,8.38
1829,18290,236.82,62.99,954.1,0.42,8.76
1830,18300,242.68,59.08,952.64,0.43,8.47
1831,18310,248.05,74.71,956.05,0.44,8.42
1832,18320,244.14,60.55,953.61,0.44,8.59
1833,18330,244.14,65.43,960.94,0.44,8.5
1834,18340,244.14,77.64,964.36,0.45,8.65
1835,18350,240.72,65.43,957.03,0.45,8.55
1836,18360,243.65,64.94,954.1,0.45,8.56
1837,18370,245.12,56.15,957.03,0.45,8.5
1838,18380,246.58,48.83,959.47,0.45,8.59
1839,18390,239.75,58.59,957.52,0.44,8.5
1840,18400,233.89,46.39,951.66,0.44,8.59
1841,18410,246.58,69.82,961.43,0.44,8.49
1842,18420,252.93,74.71,956.54,0.44,8.5
1843,18430,243.16,67.87,954.59,0.44,8.59
1844,18440,240.72,62.5,945.8,0.43,8.37
1845,18450,242.68,66.41,970.7,0.43,8.64
1846,18460,241.21,62.01,960.45,0.43,8.38
1847,18470,237.3,73.73,963.87,0.43,8.69
1848,18480,244.63,66.41,957.52,0.42,8.48
1849,18490,237.3,61.52,953.61,0.42,8.69
1850,18500,235.84,65.43,957.52,0.42,8.48
1851,18510,234.86,63.48,958.01,0.42,8.56
1852,18520,241.7,70.31,964.84,0.42,8.61
1853,18530,240.72,65.92,958.5,0.42,8.42
1854,18540,238.77,71.78,959.96,0.42,8.46
1855,18550,246.58,66.89,954.59,0.42,8.56
1856,18560,250.98,59.08,957.52,0.42,8.44
1857,18570,254.88,60.06,958.98,0.42,8.61
1858,18580,256.84,49.8,953.12,0.42,8.44
1859,18590,245.12,62.01,962.89,0.42,8.64
1860,18600,245.12,57.13,958.5,0.42,8.51
1861,18610,242.68,72.27,960.94,0.42,8.45
1862,18620,239.26,53.71,951.17,0.43,8.59
1863,18630,239.75,54.69,958.5,0.42,8.45
1864,18640,243.65,66.89,946.29,0.42,8.67
1865,18650,246.58,57.13,956.54,0.43,8.48
1866,18660,248.54,76.66,959.47,0.42,8.58
1867,18670,238.77,51.76,956.54,0.42,8.56
1868,18680,230.47,70.8,951.66,0.42,8.4
1869,18690,223.63,71.78,962.4,0.42,8.7
1870,18700,239.26,60.06,957.03,0.41,8.2
1871,18710,239.26,66.89,955.08,0.42,8.45
1872,18720,236.33,62.01,957.03,0.42,8.59
1873,18730,250,62.99,948.73,0.42,8.41
1874,18740,243.65,59.08,947.75,0.43,8.48
1875,18750,257.81,65.92,958.98,0.42,8.42
1876,18760,236.82,70.31,956.755096586266,0.42,8.62
1877,18770,247.07,62.99,957.52,0.43,8.5
1878,18780,256.35,63.48,955.08,0.43,8.39
1879,18790,251.46,64.45,964.84,0.43,8.53
1880,18800,238.28,71.78,959.96,0.43,8.5
1881,18810,245.61,66.89,963.87,0.44,8.65
1882,18820,236.82,59.57,959.47,0.44,8.58
1883,18830,232.42,64.45,956.54,0.45,8.37
1884,18840,246.58,71.29,961.43,0.46,8.62
1885,18850,237.3,51.76,969.73,0.47,8.45
1886,18860,238.77,60.06,961.43,0.48,8.59
1887,18870,255.37,56.64,953.61,0.49,8.61
1888,18880,248.54,59.57,949.22,0.5,8.3
1889,18890,244.14,61.04,960.45,0.51,8.63
1890,18900,242.19,63.96,952.64,0.52,8.37
1891,18910,257.81,64.45,957.52,0.52,8.66
1892,18920,235.35,67.87,963.38,0.52,8.4
1893,18930,236.33,62.99,964.84,0.52,8.69
1894,18940,245.12,63.96,952.15,0.51,8.48
1895,18950,242.19,64.45,955.08,0.5,8.59
1896,18960,248.54,76.66,967.29,0.49,8.31
1897,18970,256.35,60.06,957.52,0.47,8.44
1898,18980,236.82,57.13,963.87,0.46,8.39
1899,18990,244.14,69.34,956.54,0.45,8.5
1900,19000,234.86,79.1,948.73,0.44,8.5
1901,19010,251.95,57.62,946.29,0.43,8.73
1902,19020,242.19,52.25,956.54,0.42,8.59
1903,19030,241.21,75.2,956.54,0.41,8.59
1904,19040,243.16,63.48,940.92,0.41,8.44
1905,19050,247.07,56.15,957.03,0.41,8.6
1906,19060,240.23,56.15,955.08,0.4,8.55
1907,19070,236.82,56.64,956.05,0.4,8.53
1908,19080,243.16,61.52,956.05,0.4,8.34
1909,19090,235.35,63.48,957.52,0.4,8.45
1910,19100,240.23,66.89,964.36,0.41,8.25
1911,19110,243.65,68.85,952.64,0.41,8.39
1912,19120,254.88,67.87,962.89,0.42,8.43
1913,19130,246.09,58.11,945.31,0.42,8.5
1914,19140,244.63,61.04,955.57,0.43,8.48
1915,19150,250,73.24,956.54,0.43,8.69
1916,19160,250.49,69.82,964.84,0.43,8.42
1917,19170,251.95,52.25,949.22,0.44,8.69
1918,19180,234.86,68.85,956.05,0.45,8.61
1919,19190,252.93,67.38,952.15,0.44,8.66
1920,19200,251.95,64.94,961.43,0.45,8.55
1921,19210,230.96,64.94,955.08,0.45,8.48
1922,19220,241.21,67.38,947.27,0.44,8.41
1923,19230,244.63,63.48,954.59,0.44,8.71
1924,19240,233.4,61.52,955.57,0.44,8.38
1925,19250,257.32,69.34,953.12,0.44,8.56
1926,19260,238.28,68.36,951.66,0.43,8.43
1927,19270,241.21,71.29,970.21,0.44,8.5
1928,19280,254.88,83.01,954.1,0.43,8.5
1929,19290,241.21,64.45,958.98,0.43,8.51
1930,19300,250,70.31,965.33,0.43,8.59
1931,19310,252.93,74.22,957.52,0.42,8.65
1932,19320,252.44,62.5,958.98,0.42,8.47
1933,19330,246.58,60.06,960.94,0.42,8.44
1934,19340,252.93,58.59,968.26,0.42,8.41
1935,19350,230.96,76.17,960.94,0.42,8.61
1936,19360,247.56,72.27,959.96,0.42,8.41
1937,19370,246.09,76.66,955.57,0.42,8.39
1938,19380,256.35,71.29,965.82,0.42,8.5
1939,19390,260.25,66.89,967.77,0.42,8.66
1940,19400,246.09,71.29,955.08,0.42,8.55
1941,19410,236.33,63.48,956.05,0.41,8.6
1942,19420,252.44,67.38,970.7,0.42,8.6
1943,19430,253.91,54.69,958.01,0.42,8.61
1944,19440,241.7,61.52,947.27,0.41,8.4
1945,19450,237.3,70.8,971.19,0.42,8.4
1946,19460,238.28,66.41,968.75,0.42,8.42
1947,19470,235.84,52.25,969.24,0.42,8.66
1948,19480,241.7,61.52,970.7,0.42,8.57
1949,19490,242.19,71.78,946.78,0.42,8.53
1950,19500,239.26,74.22,962.4,0.42,8.41
1951,19510,255.86,64.94,955.08,0.42,8.48
1952,19520,244.63,58.59,961.91,0.42,8.5
1953,19530,243.16,57.62,954.1,0.42,8.69
1954,19540,250.49,61.52,948.73,0.42,8.53
1955,19550,239.26,72.75,947.75,0.42,8.46
1956,19560,242.68,70.31,949.22,0.42,8.38
1957,19570,234.86,56.15,960.45,0.42,8.42
1958,19580,233.89,65.43,951.17,0.42,8.38
1959,19590,248.05,73.24,961.91,0.42,8.59
1960,19600,244.14,76.17,950.2,0.42,8.52
1961,19610,252.93,67.87,954.59,0.42,8.69
1962,19620,250.49,62.01,954.1,0.42,8.5
1963,19630,242.68,60.55,945.8,0.42,8.41
1964,19640,239.26,63.96,960.45,0.42,8.34
1965,19650,253.91,78.12,948.73,0.42,8.32
1966,19660,250.49,67.38,958.5,0.42,8.37
1967,19670,254.39,63.48,958.01,0.43,8.67
1968,19680,245.61,68.36,950.2,0.43,8.53
1969,19690,252.93,73.73,963.87,0.44,8.47
1970,19700,241.21,56.64,967.77,0.45,8.5
1971,19710,239.26,58.59,964.36,0.46,8.4
1972,19720,241.21,71.78,963.38,0.47,8.5
1973,19730,254.39,55.18,965.33,0.48,8.68
1974,19740,250.98,76.66,955.57,0.49,8.54
1975,19750,255.86,68.36,954.1,0.5,8.42
1976,19760,249.51,57.62,955.08,0.51,8.29
1977,19770,248.05,61.52,963.87,0.52,8.44
1978,19780,248.05,62.01,962.4,0.52,8.43
1979,19790,229.98,66.89,961.43,0.52,7.91
1980,19800,241.7,54.2,964.36,0.51,8.56
1981,19810,247.56,67.87,953.61,0.5,8.53
1982,19820,250.98,54.69,952.64,0.49,8.37
1983,19830,236.82,59.08,956.54,0.49,8.37
1984,19840,249.51,65.92,950.2,0.48,8.3
1985,19850,249.51,65.43,959.47,0.47,8.24
1986,19860,232.42,76.17,948.24,0.46,8.53
1987,19870,256.84,70.31,953.12,0.44,8.71
1988,19880,244.63,74.71,957.52,0.44,8.56
1989,19890,231.45,62.01,958.01,0.43,8.61
1990,19900,248.54,69.82,952.15,0.42,8.47
1991,19910,246.58,57.62,957.03,0.42,8.5
1992,19920,253.42,59.57,968.26,0.41,8.31
1993,19930,234.86,60.55,961.43,0.41,8.42
1994,19940,238.77,69.34,953.12,0.41,8.36
1995,19950,247.56,56.64,950.68,0.41,8.5
1996,19960,237.3,62.99,956.757181365356,0.41,8.54
1997,19970,235.35,67.38,963.38,0.41,8.48
1998,19980,242.19,58.11,946.78,0.41,8.5
1999,19990,248.54,67.38,947.27,0.42,8.66
2000,20000,227.54,78.12,959.47,0.42,8.49
2001,20010,243.16,64.45,957.03,0.42,8.47
2002,20020,246.09,59.08,953.61,0.43,8.46
2003,20030,254.88,56.15,955.57,0.43,8.43
2004,20040,237.79,56.15,954.59,0.44,8.5
2005,20050,253.42,52.73,952.15,0.44,8.5
2006,20060,239.75,64.45,956.54,0.44,8.52
2007,20070,238.28,66.41,971.19,0.44,8.59
2008,20080,245.61,58.59,959.47,0.44,8.46
2009,20090,238.77,69.34,958.01,0.44,8.45
2010,20100,237.3,59.08,958.98,0.44,8.44
2011,20110,235.84,59.08,955.08,0.44,8.43
2012,20120,240.72,62.5,955.57,0.43,8.4
2013,20130,245.12,60.55,968.75,0.43,8.44
2014,20140,250.98,70.31,954.59,0.43,8.43
2015,20150,254.88,63.48,948.24,0.42,8.47
2016,20160,256.35,56.64,957.52,0.42,8.3
2017,20170,242.68,47.85,949.22,0.42,8.38
2018,20180,245.61,63.96,956.54,0.42,8.38
2019,20190,256.84,74.22,962.89,0.41,8.39
2020,20200,246.09,66.41,962.4,0.42,8.39
2021,20210,245.61,64.94,972.66,0.41,8.42
2022,20220,241.7,51.76,969.73,0.41,8.34
2023,20230,240.72,67.87,960.45,0.41,8.41
2024,20240,245.12,61.52,951.17,0.41,8.34
2025,20250,251.46,56.64,959.96,0.41,8.31
2026,20260,254.39,71.78,961.91,0.41,8.34
2027,20270,246.58,60.55,958.98,0.41,8.4
2028,20280,251.95,55.18,958.01,0.41,8.59
2029,20290,242.68,69.82,951.17,0.41,8.61
2030,20300,253.42,73.73,960.94,0.42,8.51
2031,20310,241.21,50.29,956.05,0.41,8.62
2032,20320,250.49,71.78,960.45,0.42,8.51
2033,20330,250,69.82,975.1,0.42,8.36
2034,20340,240.72,58.59,953.12,0.42,8.58
2035,20350,246.58,47.36,963.87,0.42,8.59
2036,20360,241.7,67.87,958.01,0.42,8.58
2037,20370,250.98,61.04,946.29,0.42,8.23
2038,20380,245.12,59.57,953.12,0.42,8.37
2039,20390,241.7,70.8,970.7,0.42,8.34
2040,20400,246.09,56.64,955.57,0.42,8.37
2041,20410,238.77,58.59,956.05,0.42,8.36
2042,20420,245.12,68.85,952.64,0.42,8.54
2043,20430,235.35,58.59,968.26,0.42,8.48
2044,20440,245.61,75.68,955.57,0.42,8.51
2045,20450,246.09,65.92,952.64,0.43,8.89
2046,20460,262.7,71.78,958.98,0.42,8.33
2047,20470,242.19,65.43,950.2,0.42,8.45
2048,20480,245.61,62.01,955.08,0.42,8.39
2049,20490,244.14,68.36,965.33,0.42,8.5
2050,20500,260.74,62.99,945.8,0.42,8.53
2051,20510,229.98,71.78,960.94,0.42,8.6
2052,20520,245.12,64.45,948.73,0.42,8.51
2053,20530,237.3,60.06,943.85,0.42,8.3
2054,20540,246.09,50.29,953.12,0.42,8.38
2055,20550,251.46,61.04,957.03,0.42,8.37
2056,20560,238.77,60.06,957.52,0.42,8.75
2057,20570,245.12,65.43,948.24,0.42,8.53
2058,20580,242.68,68.36,958.98,0.43,8.49
2059,20590,240.72,60.06,957.03,0.44,8.59
2060,20600,245.12,69.82,953.12,0.45,8.5
2061,20610,250,60.06,951.66,0.46,8.48
2062,20620,243.16,66.89,966.31,0.47,8.32
2063,20630,244.63,56.15,960.45,0.48,8.32
2064,20640,253.42,72.75,944.82,0.49,8.31
2065,20650,249.02,64.94,959.47,0.5,8.34
2066,20660,239.26,62.01,961.43,0.51,8.5
2067,20670,242.68,65.92,949.22,0.51,8.5
2068,20680,226.56,68.36,952.15,0.51,8.4
2069,20690,253.91,64.45,949.71,0.51,8.53
2070,20700,245.12,66.89,959.96,0.51,8.5
2071,20710,240.72,67.38,957.52,0.49,8.5
2072,20720,238.77,57.13,960.45,0.49,8.51
2073,20730,247.07,65.43,957.03,0.48,8.59
2074,20740,255.86,72.27,954.1,0.47,8.51
2075,20750,242.68,61.52,958.98,0.46,8.6
2076,20760,253.91,52.73,953.12,0.45,8.52
2077,20770,261.72,56.15,964.84,0.45,8.5
2078,20780,235.84,63.48,959.47,0.43,8.39
2079,20790,240.23,53.71,949.22,0.43,8.47
2080,20800,247.07,74.71,950.68,0.43,8.4
2081,20810,248.05,53.22,943.85,0.42,8.31
2082,20820,235.84,57.62,944.34,0.42,8.4
2083,20830,238.77,47.85,951.66,0.41,8.39
2084,20840,249.02,70.31,963.38,0.41,8.36
2085,20850,240.72,71.78,955.08,0.41,8.39
2086,20860,249.51,67.87,949.71,0.41,8.5
2087,20870,243.16,55.18,965.82,0.4,8.69
2088,20880,243.65,73.73,960.45,0.41,8.49
2089,20890,246.58,75.68,953.12,0.41,8.53
2090,20900,245.12,65.92,944.34,0.41,8.51
2091,20910,244.63,68.36,953.12,0.42,8.62
2092,20920,257.81,62.5,966.31,0.43,8.46
2093,20930,239.75,47.36,955.08,0.43,8.51
2094,20940,243.16,70.8,948.73,0.44,8.49
2095,20950,241.21,75.2,964.84,0.44,8.59
2096,20960,243.65,58.59,966.8,0.44,8.31
2097,20970,247.07,59.57,951.17,0.45,8.42
2098,20980,253.42,57.13,941.89,0.45,8.34
2099,20990,246.58,52.73,947.75,0.45,8.39
2100,21000,250,63.96,962.89,0.44,8.31
2101,21010,252.44,63.48,950.68,0.45,8.48
2102,21020,240.23,67.38,966.31,0.44,8.47
2103,21030,244.14,72.75,963.87,0.44,8.34
2104,21040,239.75,67.38,958.98,0.44,8.5
2105,21050,243.65,55.18,955.08,0.43,8.67
2106,21060,253.91,57.62,960.45,0.43,8.26
2107,21070,229.98,70.8,952.64,0.42,9.04
2108,21080,235.35,36.13,959.96,0.42,8.39
2109,21090,240.72,63.96,951.17,0.42,8.3
2110,21100,242.19,73.73,956.05,0.41,8.42
2111,21110,241.21,66.41,959.96,0.41,8.5
2112,21120,247.56,68.85,943.36,0.41,8.53
2113,21130,242.19,66.89,961.91,0.41,8.61
2114,21140,247.56,58.59,952.15,0.41,8.48
2115,21150,243.65,55.66,966.8,0.41,8.41
2116,21160,237.79,54.69,957.52,0.41,8.44
2117,21170,232.91,68.85,961.91,0.41,8.37
2118,21180,231.45,69.82,957.52,0.41,8.3
2119,21190,249.02,75.2,955.08,0.42,8.37
2120,21200,239.26,62.5,959.47,0.42,8.4
2121,21210,243.65,66.89,946.78,0.42,8.38
2122,21220,249.02,47.36,958.98,0.42,8.5
2123,21230,249.02,61.52,953.61,0.42,8.56
2124,21240,244.63,55.18,970.21,0.42,8.5
2125,21250,239.75,58.11,951.17,0.42,8.56
2126,21260,245.12,70.8,962.89,0.42,8.48
2127,21270,242.68,65.92,946.29,0.42,8.58
2128,21280,257.32,57.13,948.73,0.42,8.5
2129,21290,243.65,68.36,950.2,0.42,8.45
2130,21300,244.14,69.82,956.54,0.42,8.34
2131,21310,240.72,62.01,952.15,0.42,8.29
2132,21320,237.3,63.48,948.24,0.43,8.53
2133,21330,244.14,67.38,957.03,0.42,8.48
2134,21340,249.02,56.64,963.87,0.42,8.5
2135,21350,241.7,60.06,957.03,0.43,8.47
2136,21360,254.88,54.2,953.12,0.42,8.38
2137,21370,240.72,60.55,959.47,0.42,8.34
2138,21380,244.14,64.94,951.17,0.42,8.25
2139,21390,254.39,60.55,952.15,0.43,8.33
2140,21400,252.93,61.04,948.24,0.42,8.3
2141,21410,243.65,59.08,959.96,0.42,8.36
2142,21420,244.63,59.08,955.57,0.43,8.38
2143,21430,232.91,64.94,968.26,0.43,8.34
2144,21440,241.7,66.41,964.84,0.43,8.48
2145,21450,252.93,62.01,946.78,0.45,8.51
2146,21460,241.7,54.2,947.27,0.45,8.48
2147,21470,251.95,65.92,964.36,0.46,8.47
2148,21480,251.46,68.85,966.31,0.48,8.5
2149,21490,248.54,65.92,958.01,0.48,8.51
2150,21500,252.93,59.08,953.12,0.49,8.34
2151,21510,252.93,57.13,965.82,0.5,8.46
2152,21520,236.82,58.59,962.89,0.5,8.33
2153,21530,250.49,57.13,966.8,0.5,8.47
2154,21540,229,65.92,954.59,0.51,8.32
2155,21550,249.51,68.85,964.36,0.5,8.34
2156,21560,241.21,66.41,956.05,0.49,8.42
2157,21570,247.07,65.43,963.87,0.49,8.49
2158,21580,239.26,71.78,950.2,0.48,8.07
2159,21590,246.09,50.29,953.12,0.47,8.44
2160,21600,242.68,63.96,963.87,0.46,8.4
2161,21610,246.58,58.59,954.1,0.45,8.58
2162,21620,240.23,71.29,953.12,0.44,8.48
2163,21630,234.86,70.8,958.5,0.43,8.39
2164,21640,252.44,76.66,958.98,0.43,8.41
2165,21650,252.44,66.41,960.45,0.42,8.54
2166,21660,251.95,60.55,962.4,0.42,8.37
2167,21670,243.16,66.41,961.91,0.42,8.46
2168,21680,243.16,62.99,973.14,0.41,8.44
2169,21690,247.07,64.94,964.36,0.41,8.47
2170,21700,241.7,48.34,963.38,0.41,8.5
2171,21710,235.84,45.9,957.03,0.41,8.51
2172,21720,243.65,55.66,958.98,0.41,8.47
2173,21730,237.79,60.06,952.64,0.42,8.5
2174,21740,250.49,68.85,951.17,0.42,8.22
2175,21750,250.98,62.01,958.5,0.42,8.47
2176,21760,239.75,75.68,964.84,0.42,8.44
2177,21770,240.23,65.92,961.43,0.43,8.5
2178,21780,248.54,69.34,951.17,0.43,8.5
2179,21790,243.16,62.01,940.43,0.43,8.46
2180,21800,235.35,61.04,953.61,0.43,8.5
2181,21810,246.58,69.82,950.2,0.44,8.5
2182,21820,249.51,53.71,948.73,0.44,8.4
2183,21830,239.75,63.96,962.4,0.44,8.5
2184,21840,249.51,64.94,955.08,0.44,8.45
2185,21850,254.39,68.36,959.47,0.44,8.47
2186,21860,248.05,74.71,964.84,0.44,8.34
2187,21870,247.56,60.06,958.01,0.44,8.53
2188,21880,229.98,59.08,958.98,0.44,8.43
2189,21890,240.23,66.41,963.38,0.43,8.53
2190,21900,236.33,56.64,953.12,0.43,8.5
2191,21910,245.12,70.31,961.43,0.43,8.57
2192,21920,232.91,67.87,951.17,0.42,8.5
2193,21930,248.54,66.41,951.66,0.42,8.47
2194,21940,246.09,71.29,960.45,0.42,8.34
2195,21950,243.65,58.59,957.03,0.42,8.37
2196,21960,245.61,73.73,965.82,0.41,8.36
2197,21970,243.16,69.34,954.1,0.41,8.39
2198,21980,239.26,75.68,946.78,0.41,8.36
2199,21990,246.58,61.52,962.89,0.41,8.31
2200,22000,248.05,61.52,957.52,0.41,8.25
2201,22010,241.7,60.06,962.89,0.41,8.37
2202,22020,248.05,62.5,955.57,0.41,8.32
2203,22030,243.16,64.45,957.03,0.41,8.32
2204,22040,253.91,65.43,964.84,0.41,8.43
2205,22050,243.65,57.62,957.03,0.41,8.43
2206,22060,253.42,57.13,959.47,0.41,8.39
2207,22070,233.4,61.04,963.38,0.42,8.31
2208,22080,239.26,58.59,960.94,0.42,8.37
2209,22090,239.75,57.13,955.08,0.42,8.4
2210,22100,230.96,70.8,948.24,0.42,8.46
2211,22110,241.7,65.92,950.2,0.42,8.34
2212,22120,249.02,53.22,966.8,0.42,8.37
2213,22130,246.58,63.48,949.71,0.42,8.31
2214,22140,237.79,66.89,960.94,0.42,8.28
2215,22150,238.28,51.76,952.15,0.42,8.3
2216,22160,241.7,67.87,965.33,0.42,8.3
2217,22170,243.16,63.96,961.43,0.42,8.32
2218,22180,239.75,59.08,956.05,0.42,8.18
2219,22190,249.02,57.62,957.03,0.42,8.31
2220,22200,249.51,56.64,954.1,0.42,8.24
2221,22210,246.58,75.68,957.52,0.42,8.34
2222,22220,254.88,67.38,948.73,0.42,8.33
2223,22230,238.77,66.41,958.01,0.42,8.5
2224,22240,227.54,69.82,947.75,0.42,8.52
2225,22250,247.07,62.01,962.4,0.43,8.58
2226,22260,248.05,71.29,963.38,0.43,8.61
2227,22270,252.93,79.1,968.26,0.43,8.61
2228,22280,245.12,73.24,956.54,0.44,8.51
2229,22290,230.96,66.89,953.61,0.45,8.55
2230,22300,231.45,70.8,953.12,0.46,8.54
2231,22310,247.07,72.27,958.5,0.47,8.47
2232,22320,252.93,68.36,957.52,0.48,8.33
2233,22330,241.7,68.85,960.94,0.49,8.45
2234,22340,246.09,63.48,954.59,0.5,8.51
2235,22350,239.75,53.71,953.12,0.51,8.5
2236,22360,251.95,54.2,966.8,0.51,8.5
2237,22370,251.46,68.85,959.47,0.51,8.5
2238,22380,240.72,60.55,955.08,0.51,8.47
2239,22390,247.56,64.45,951.17,0.5,8.48
2240,22400,245.12,51.27,952.64,0.49,8.09
2241,22410,249.02,58.11,958.01,0.49,8.44
2242,22420,235.35,64.45,958.5,0.47,8.34
2243,22430,248.05,71.78,958.98,0.47,8.31
2244,22440,229.49,65.92,956.54,0.46,8.38
2245,22450,235.35,69.34,963.87,0.45,8.43
2246,22460,236.82,69.82,961.91,0.44,8.36
2247,22470,258.79,63.48,951.17,0.43,8.42
2248,22480,241.7,60.55,946.78,0.42,8.38
2249,22490,240.23,51.27,955.08,0.42,8.45
2250,22500,234.86,65.43,951.17,0.42,8.37
2251,22510,245.12,75.68,954.59,0.41,8.3
2252,22520,241.21,75.2,966.8,0.41,8.34
2253,22530,236.82,67.38,966.31,0.41,8.4
2254,22540,237.79,69.82,961.91,0.41,8.5
2255,22550,238.28,48.83,958.01,0.41,8.51
2256,22560,239.26,58.59,956.54,0.41,8.5
2257,22570,240.23,67.38,958.98,0.42,8.48
2258,22580,255.37,60.06,946.29,0.41,8.58
2259,22590,253.91,64.94,951.66,0.42,8.4
2260,22600,265.14,61.04,951.17,0.42,8.28
2261,22610,247.56,66.41,955.08,0.43,8.34
2262,22620,244.14,53.71,943.85,0.43,8.33
2263,22630,249.51,67.38,953.12,0.43,8.31
2264,22640,242.68,73.24,965.82,0.43,8.51
2265,22650,243.65,65.92,960.45,0.44,7.79
2266,22660,241.7,71.78,962.4,0.44,8.37
2267,22670,230.47,62.01,952.64,0.44,8.5
2268,22680,234.86,51.27,947.27,0.44,8.42
2269,22690,242.19,59.57,954.59,0.45,8.51
2270,22700,237.79,56.15,958.98,0.44,8.43
2271,22710,250.49,61.52,960.94,0.44,8.36
2272,22720,237.79,68.85,956.05,0.44,8.3
2273,22730,240.23,62.01,961.43,0.43,8.37
2274,22740,246.09,67.87,949.22,0.43,8.27
2275,22750,248.05,66.41,953.61,0.43,8.3
2276,22760,245.12,68.36,950.68,0.42,8.26
2277,22770,236.82,70.31,943.36,0.42,8.44
2278,22780,253.42,71.78,963.87,0.42,8.34
2279,22790,245.61,62.5,952.15,0.41,8.4
2280,22800,238.77,53.71,960.94,0.41,8.39
2281,22810,242.68,61.04,956.54,0.41,8.39
2282,22820,244.63,72.75,964.36,0.41,8.34
2283,22830,242.19,63.96,954.1,0.41,8.43
2284,22840,249.02,64.45,959.47,0.41,8.5
2285,22850,245.12,74.71,962.89,0.42,8.53
2286,22860,244.14,68.36,957.03,0.41,8.56
2287,22870,241.21,61.52,964.36,0.41,8.5
2288,22880,247.07,66.41,958.5,0.42,8.5
2289,22890,251.46,62.99,954.59,0.42,8.51
2290,22900,254.39,57.13,973.14,0.42,8.59
