,VM weights,SMA weights
0,0.574433863669969,0.5682976310967706
1,1.472585362908936,1.2481696063730559
2,1.3595394429595393,1.3354998110558511
3,1.3493991426381138,1.4580571174396517
4,2.9246012359403912,2.8476987756419376
5,3.669581101561771,3.537538820937639
6,3.6689042404467016,3.6674137798932858
7,4.516143578658379,4.051641959932726
8,4.147449772615173,3.7746528873278806
9,4.407557902812439,3.92392278855085
10,4.391095046720228,4.03115191952638
11,5.0735879844002865,4.5606427343624025
12,4.431741761513365,4.137687741406688
13,4.8048558708095985,4.111479609155626
14,5.20312806283682,4.5677029400108
15,5.167538632896337,4.661309776623977
16,5.171078350143749,4.704650384219007
17,5.016920311081376,4.399441054614974
18,5.091466177805882,4.482476160225996
19,4.915459211287394,4.320162234269528
20,5.006429735898452,4.195723066560479
21,4.766201576704613,4.074462200087755
22,4.390389385341609,3.9038218636319857
23,4.581298074215604,3.94917201195986
24,4.536711741746222,3.9082601407655777
25,4.27505477169081,3.853190202180413
26,4.149097850232812,3.7196206796662974
27,4.140704573797545,3.8032188296842815
28,3.794622496439447,3.4112400767502606
29,3.8018221391714673,3.272418267534696
30,3.5690460706517024,3.0944620587052913
31,3.4155688884400015,3.0143314055516948
32,3.3868955273987202,3.0056479767609443
33,3.297984127399541,2.974462516867319
34,3.221580829952939,2.945819446371087
35,3.048969720258152,2.7315461831482284
36,2.874043302086024,2.5883050845286277
37,2.884772025330714,2.5815293670654857
38,3.023842769214029,2.708090567113706
39,3.0028844888897424,2.696208428268136
40,2.8243529305822515,2.579197221606669
41,2.7185935476324734,2.481323355160186
42,2.507560313981434,2.3584178180345567
43,2.795715407683748,2.590136406891522
44,2.583447010792676,2.3978930200237247
45,2.5704538507529504,2.3937092606834662
46,2.5783727260914415,2.4328079892908105
47,2.5582985899350197,2.3658785702647407
48,2.5831140243137733,2.365929892769345
49,2.5576017578035906,2.3343701413264304
50,2.559961516089759,2.3648756715657475
